stress_axis,stress_level,method,metric,mean,ci95,seeds
contact_friction_shift,0.0,residual_dynamics_repair,bloat_index,0.41411,0.00548,10
contact_friction_shift,0.0,residual_dynamics_repair,probe_efficiency,0.52462,0.12477,10
contact_friction_shift,0.0,residual_dynamics_repair,intervention_cost,0.05574,0.00262,10
contact_friction_shift,0.0,residual_dynamics_repair,oracle_regret,0.12591,0.01009,10
contact_friction_shift,0.0,residual_dynamics_repair,deployment_risk,0.29573,0.00411,10
contact_friction_shift,0.0,residual_dynamics_repair,robust_utility,0.10418,0.06805,10
contact_friction_shift,0.0,mechanics_gap_auditor_v5,task_success,0.55417,0.03053,10
contact_friction_shift,0.0,mechanics_gap_auditor_v5,hidden_mechanism_f1,0.58483,0.03379,10
contact_friction_shift,0.0,mechanics_gap_auditor_v5,false_abstention,0.08250,0.01729,10
contact_friction_shift,0.0,mechanics_gap_auditor_v5,unsafe_action,0.16833,0.02687,10
contact_friction_shift,0.0,mechanics_gap_auditor_v5,repair_precision,0.33996,0.02758,10
contact_friction_shift,0.0,mechanics_gap_auditor_v5,calibration_error,0.11610,0.00207,10
contact_friction_shift,0.0,mechanics_gap_auditor_v5,bloat_index,0.35190,0.00458,10
contact_friction_shift,0.0,mechanics_gap_auditor_v5,probe_efficiency,0.60652,0.03997,10
contact_friction_shift,0.0,mechanics_gap_auditor_v5,intervention_cost,0.06912,0.00231,10
contact_friction_shift,0.0,mechanics_gap_auditor_v5,oracle_regret,0.12061,0.00644,10
contact_friction_shift,0.0,mechanics_gap_auditor_v5,deployment_risk,0.26738,0.00377,10
contact_friction_shift,0.0,mechanics_gap_auditor_v5,robust_utility,0.13170,0.05596,10
contact_friction_shift,0.0,oracle_mechanics_repair,task_success,0.68250,0.02087,10
contact_friction_shift,0.0,oracle_mechanics_repair,hidden_mechanism_f1,0.77299,0.02604,10
contact_friction_shift,0.0,oracle_mechanics_repair,false_abstention,0.06250,0.01361,10
contact_friction_shift,0.0,oracle_mechanics_repair,unsafe_action,0.10250,0.01949,10
contact_friction_shift,0.0,oracle_mechanics_repair,repair_precision,0.47198,0.03061,10
contact_friction_shift,0.0,oracle_mechanics_repair,calibration_error,0.09209,0.00089,10
contact_friction_shift,0.0,oracle_mechanics_repair,bloat_index,0.12233,0.00553,10
contact_friction_shift,0.0,oracle_mechanics_repair,probe_efficiency,0.94816,0.02956,10
contact_friction_shift,0.0,oracle_mechanics_repair,intervention_cost,0.08917,0.00182,10
contact_friction_shift,0.0,oracle_mechanics_repair,oracle_regret,0.07591,0.00964,10
contact_friction_shift,0.0,oracle_mechanics_repair,deployment_risk,0.17311,0.00329,10
contact_friction_shift,0.0,oracle_mechanics_repair,robust_utility,0.42930,0.04596,10
contact_friction_shift,0.2,ensemble_variance_gate,task_success,0.39583,0.02426,10
contact_friction_shift,0.2,ensemble_variance_gate,hidden_mechanism_f1,0.42682,0.04111,10
contact_friction_shift,0.2,ensemble_variance_gate,false_abstention,0.25333,0.02862,10
contact_friction_shift,0.2,ensemble_variance_gate,unsafe_action,0.13667,0.00815,10
contact_friction_shift,0.2,ensemble_variance_gate,repair_precision,0.22012,0.08115,10
contact_friction_shift,0.2,ensemble_variance_gate,calibration_error,0.27783,0.00218,10
contact_friction_shift,0.2,ensemble_variance_gate,bloat_index,0.60886,0.00840,10
contact_friction_shift,0.2,ensemble_variance_gate,probe_efficiency,0.39762,0.25025,10
contact_friction_shift,0.2,ensemble_variance_gate,intervention_cost,0.04734,0.00274,10
contact_friction_shift,0.2,ensemble_variance_gate,oracle_regret,0.27083,0.02044,10
contact_friction_shift,0.2,ensemble_variance_gate,deployment_risk,0.36897,0.00548,10
contact_friction_shift,0.2,ensemble_variance_gate,robust_utility,-0.19650,0.04751,10
contact_friction_shift,0.2,conformal_risk_gate,task_success,0.31417,0.01949,10
contact_friction_shift,0.2,conformal_risk_gate,hidden_mechanism_f1,0.26542,0.03388,10
contact_friction_shift,0.2,conformal_risk_gate,false_abstention,0.44583,0.01545,10
contact_friction_shift,0.2,conformal_risk_gate,unsafe_action,0.07083,0.00919,10
contact_friction_shift,0.2,conformal_risk_gate,repair_precision,0.23667,0.22389,10
contact_friction_shift,0.2,conformal_risk_gate,calibration_error,0.31943,0.00183,10
contact_friction_shift,0.2,conformal_risk_gate,bloat_index,0.78118,0.00414,10
contact_friction_shift,0.2,conformal_risk_gate,probe_efficiency,0.17500,0.20725,10
contact_friction_shift,0.2,conformal_risk_gate,intervention_cost,0.06013,0.00172,10
contact_friction_shift,0.2,conformal_risk_gate,oracle_regret,0.37846,0.01221,10
contact_friction_shift,0.2,conformal_risk_gate,deployment_risk,0.37345,0.00339,10
contact_friction_shift,0.2,conformal_risk_gate,robust_utility,-0.38328,0.03750,10
contact_friction_shift,0.2,active_probe_then_plan,task_success,0.55917,0.02115,10
contact_friction_shift,0.2,active_probe_then_plan,hidden_mechanism_f1,0.58888,0.02834,10
contact_friction_shift,0.2,active_probe_then_plan,false_abstention,0.06583,0.01829,10
contact_friction_shift,0.2,active_probe_then_plan,unsafe_action,0.20333,0.01708,10
contact_friction_shift,0.2,active_probe_then_plan,repair_precision,0.36244,0.03559,10
contact_friction_shift,0.2,active_probe_then_plan,calibration_error,0.11373,0.00191,10
contact_friction_shift,0.2,active_probe_then_plan,bloat_index,0.33033,0.00688,10
contact_friction_shift,0.2,active_probe_then_plan,probe_efficiency,0.57320,0.03747,10
contact_friction_shift,0.2,active_probe_then_plan,intervention_cost,0.07833,0.00288,10
contact_friction_shift,0.2,active_probe_then_plan,oracle_regret,0.11739,0.01470,10
contact_friction_shift,0.2,active_probe_then_plan,deployment_risk,0.28326,0.00521,10
contact_friction_shift,0.2,active_probe_then_plan,robust_utility,0.10499,0.04807,10
contact_friction_shift,0.2,robust_mpc_fallback,task_success,0.63583,0.01964,10
contact_friction_shift,0.2,robust_mpc_fallback,hidden_mechanism_f1,0.14300,0.02747,10
contact_friction_shift,0.2,robust_mpc_fallback,false_abstention,0.04583,0.01122,10
contact_friction_shift,0.2,robust_mpc_fallback,unsafe_action,0.07417,0.01387,10
contact_friction_shift,0.2,robust_mpc_fallback,repair_precision,0.12000,0.19556,10
contact_friction_shift,0.2,robust_mpc_fallback,calibration_error,0.22366,0.00188,10
contact_friction_shift,0.2,robust_mpc_fallback,bloat_index,0.52636,0.00321,10
contact_friction_shift,0.2,robust_mpc_fallback,probe_efficiency,0.25000,0.21913,10
contact_friction_shift,0.2,robust_mpc_fallback,intervention_cost,0.03373,0.00100,10
contact_friction_shift,0.2,robust_mpc_fallback,oracle_regret,0.09197,0.00729,10
contact_friction_shift,0.2,robust_mpc_fallback,deployment_risk,0.25870,0.00291,10
contact_friction_shift,0.2,robust_mpc_fallback,robust_utility,0.32294,0.03572,10
contact_friction_shift,0.2,residual_dynamics_repair,task_success,0.54667,0.03286,10
contact_friction_shift,0.2,residual_dynamics_repair,hidden_mechanism_f1,0.51039,0.04546,10
contact_friction_shift,0.2,residual_dynamics_repair,false_abstention,0.08083,0.00945,10
contact_friction_shift,0.2,residual_dynamics_repair,unsafe_action,0.15000,0.02205,10
contact_friction_shift,0.2,residual_dynamics_repair,repair_precision,0.33999,0.04007,10
contact_friction_shift,0.2,residual_dynamics_repair,calibration_error,0.15030,0.00139,10
contact_friction_shift,0.2,residual_dynamics_repair,bloat_index,0.41202,0.00782,10
contact_friction_shift,0.2,residual_dynamics_repair,probe_efficiency,0.55461,0.12058,10
contact_friction_shift,0.2,residual_dynamics_repair,intervention_cost,0.05843,0.00227,10
contact_friction_shift,0.2,residual_dynamics_repair,oracle_regret,0.13049,0.01044,10
contact_friction_shift,0.2,residual_dynamics_repair,deployment_risk,0.29486,0.00533,10
contact_friction_shift,0.2,residual_dynamics_repair,robust_utility,0.13001,0.06383,10
contact_friction_shift,0.2,mechanics_gap_auditor_v5,task_success,0.56917,0.02206,10
contact_friction_shift,0.2,mechanics_gap_auditor_v5,hidden_mechanism_f1,0.60238,0.03069,10
contact_friction_shift,0.2,mechanics_gap_auditor_v5,false_abstention,0.07167,0.01465,10
contact_friction_shift,0.2,mechanics_gap_auditor_v5,unsafe_action,0.15667,0.01517,10
contact_friction_shift,0.2,mechanics_gap_auditor_v5,repair_precision,0.34203,0.04460,10
contact_friction_shift,0.2,mechanics_gap_auditor_v5,calibration_error,0.11505,0.00218,10
contact_friction_shift,0.2,mechanics_gap_auditor_v5,bloat_index,0.34794,0.00412,10
contact_friction_shift,0.2,mechanics_gap_auditor_v5,probe_efficiency,0.64904,0.06247,10
contact_friction_shift,0.2,mechanics_gap_auditor_v5,intervention_cost,0.06915,0.00251,10
contact_friction_shift,0.2,mechanics_gap_auditor_v5,oracle_regret,0.11567,0.00831,10
contact_friction_shift,0.2,mechanics_gap_auditor_v5,deployment_risk,0.26836,0.00354,10
contact_friction_shift,0.2,mechanics_gap_auditor_v5,robust_utility,0.16948,0.03005,10
contact_friction_shift,0.2,oracle_mechanics_repair,task_success,0.65083,0.02547,10
contact_friction_shift,0.2,oracle_mechanics_repair,hidden_mechanism_f1,0.74944,0.02269,10
contact_friction_shift,0.2,oracle_mechanics_repair,false_abstention,0.06500,0.01110,10
contact_friction_shift,0.2,oracle_mechanics_repair,unsafe_action,0.11000,0.01394,10
contact_friction_shift,0.2,oracle_mechanics_repair,repair_precision,0.48162,0.03580,10
contact_friction_shift,0.2,oracle_mechanics_repair,calibration_error,0.09338,0.00116,10
contact_friction_shift,0.2,oracle_mechanics_repair,bloat_index,0.12466,0.00516,10
contact_friction_shift,0.2,oracle_mechanics_repair,probe_efficiency,0.97582,0.01629,10
contact_friction_shift,0.2,oracle_mechanics_repair,intervention_cost,0.08989,0.00248,10
contact_friction_shift,0.2,oracle_mechanics_repair,oracle_regret,0.07774,0.00614,10
contact_friction_shift,0.2,oracle_mechanics_repair,deployment_risk,0.17433,0.00446,10
contact_friction_shift,0.2,oracle_mechanics_repair,robust_utility,0.38543,0.03683,10
contact_friction_shift,0.4,ensemble_variance_gate,task_success,0.38417,0.02264,10
contact_friction_shift,0.4,ensemble_variance_gate,hidden_mechanism_f1,0.42033,0.03957,10
contact_friction_shift,0.4,ensemble_variance_gate,false_abstention,0.25917,0.01985,10
contact_friction_shift,0.4,ensemble_variance_gate,unsafe_action,0.14500,0.02287,10
contact_friction_shift,0.4,ensemble_variance_gate,repair_precision,0.27484,0.14854,10
contact_friction_shift,0.4,ensemble_variance_gate,calibration_error,0.27793,0.00125,10
contact_friction_shift,0.4,ensemble_variance_gate,bloat_index,0.61244,0.00450,10
contact_friction_shift,0.4,ensemble_variance_gate,probe_efficiency,0.36024,0.14294,10
contact_friction_shift,0.4,ensemble_variance_gate,intervention_cost,0.04893,0.00187,10
contact_friction_shift,0.4,ensemble_variance_gate,oracle_regret,0.28031,0.01367,10
contact_friction_shift,0.4,ensemble_variance_gate,deployment_risk,0.37312,0.00345,10
contact_friction_shift,0.4,ensemble_variance_gate,robust_utility,-0.22699,0.05424,10
contact_friction_shift,0.4,conformal_risk_gate,task_success,0.30167,0.03778,10
contact_friction_shift,0.4,conformal_risk_gate,hidden_mechanism_f1,0.26650,0.04365,10
contact_friction_shift,0.4,conformal_risk_gate,false_abstention,0.44500,0.03538,10
contact_friction_shift,0.4,conformal_risk_gate,unsafe_action,0.07500,0.00730,10
contact_friction_shift,0.4,conformal_risk_gate,repair_precision,0.06667,0.09980,10
contact_friction_shift,0.4,conformal_risk_gate,calibration_error,0.31739,0.00290,10
contact_friction_shift,0.4,conformal_risk_gate,bloat_index,0.78152,0.00673,10
contact_friction_shift,0.4,conformal_risk_gate,probe_efficiency,0.20000,0.21669,10
contact_friction_shift,0.4,conformal_risk_gate,intervention_cost,0.06032,0.00299,10
contact_friction_shift,0.4,conformal_risk_gate,oracle_regret,0.38564,0.02209,10
contact_friction_shift,0.4,conformal_risk_gate,deployment_risk,0.37749,0.00380,10
contact_friction_shift,0.4,conformal_risk_gate,robust_utility,-0.40400,0.06089,10
contact_friction_shift,0.4,active_probe_then_plan,task_success,0.56083,0.03858,10
contact_friction_shift,0.4,active_probe_then_plan,hidden_mechanism_f1,0.59966,0.01993,10
contact_friction_shift,0.4,active_probe_then_plan,false_abstention,0.06417,0.01335,10
contact_friction_shift,0.4,active_probe_then_plan,unsafe_action,0.17667,0.02785,10
contact_friction_shift,0.4,active_probe_then_plan,repair_precision,0.41071,0.05122,10
contact_friction_shift,0.4,active_probe_then_plan,calibration_error,0.11351,0.00198,10
contact_friction_shift,0.4,active_probe_then_plan,bloat_index,0.32629,0.00529,10
contact_friction_shift,0.4,active_probe_then_plan,probe_efficiency,0.63076,0.04453,10
contact_friction_shift,0.4,active_probe_then_plan,intervention_cost,0.07919,0.00302,10
contact_friction_shift,0.4,active_probe_then_plan,oracle_regret,0.11750,0.01064,10
contact_friction_shift,0.4,active_probe_then_plan,deployment_risk,0.28354,0.00353,10
contact_friction_shift,0.4,active_probe_then_plan,robust_utility,0.14154,0.07240,10
contact_friction_shift,0.4,robust_mpc_fallback,task_success,0.59833,0.01307,10
contact_friction_shift,0.4,robust_mpc_fallback,hidden_mechanism_f1,0.17645,0.04494,10
contact_friction_shift,0.4,robust_mpc_fallback,false_abstention,0.05167,0.00998,10
contact_friction_shift,0.4,robust_mpc_fallback,unsafe_action,0.08833,0.01360,10
contact_friction_shift,0.4,robust_mpc_fallback,repair_precision,0.18333,0.14970,10
contact_friction_shift,0.4,robust_mpc_fallback,calibration_error,0.22208,0.00122,10
contact_friction_shift,0.4,robust_mpc_fallback,bloat_index,0.52638,0.00541,10
contact_friction_shift,0.4,robust_mpc_fallback,probe_efficiency,0.20000,0.20545,10
contact_friction_shift,0.4,robust_mpc_fallback,intervention_cost,0.03529,0.00133,10
contact_friction_shift,0.4,robust_mpc_fallback,oracle_regret,0.10011,0.00699,10
contact_friction_shift,0.4,robust_mpc_fallback,deployment_risk,0.26128,0.00260,10
contact_friction_shift,0.4,robust_mpc_fallback,robust_utility,0.26094,0.01841,10
contact_friction_shift,0.4,residual_dynamics_repair,task_success,0.53000,0.03305,10
contact_friction_shift,0.4,residual_dynamics_repair,hidden_mechanism_f1,0.50838,0.04311,10
contact_friction_shift,0.4,residual_dynamics_repair,false_abstention,0.09583,0.01404,10
contact_friction_shift,0.4,residual_dynamics_repair,unsafe_action,0.17167,0.02735,10
contact_friction_shift,0.4,residual_dynamics_repair,repair_precision,0.31449,0.04070,10
contact_friction_shift,0.4,residual_dynamics_repair,calibration_error,0.14926,0.00206,10
contact_friction_shift,0.4,residual_dynamics_repair,bloat_index,0.41626,0.00713,10
contact_friction_shift,0.4,residual_dynamics_repair,probe_efficiency,0.43586,0.07371,10
contact_friction_shift,0.4,residual_dynamics_repair,intervention_cost,0.05957,0.00225,10
contact_friction_shift,0.4,residual_dynamics_repair,oracle_regret,0.14563,0.00902,10
contact_friction_shift,0.4,residual_dynamics_repair,deployment_risk,0.30117,0.00371,10
contact_friction_shift,0.4,residual_dynamics_repair,robust_utility,0.07114,0.06580,10
contact_friction_shift,0.4,mechanics_gap_auditor_v5,task_success,0.56583,0.01763,10
contact_friction_shift,0.4,mechanics_gap_auditor_v5,hidden_mechanism_f1,0.60636,0.03220,10
contact_friction_shift,0.4,mechanics_gap_auditor_v5,false_abstention,0.07667,0.01307,10
contact_friction_shift,0.4,mechanics_gap_auditor_v5,unsafe_action,0.17000,0.01725,10
contact_friction_shift,0.4,mechanics_gap_auditor_v5,repair_precision,0.39055,0.04227,10
contact_friction_shift,0.4,mechanics_gap_auditor_v5,calibration_error,0.11529,0.00112,10
contact_friction_shift,0.4,mechanics_gap_auditor_v5,bloat_index,0.34708,0.00659,10
contact_friction_shift,0.4,mechanics_gap_auditor_v5,probe_efficiency,0.60733,0.05143,10
contact_friction_shift,0.4,mechanics_gap_auditor_v5,intervention_cost,0.06747,0.00237,10
contact_friction_shift,0.4,mechanics_gap_auditor_v5,oracle_regret,0.12079,0.00901,10
contact_friction_shift,0.4,mechanics_gap_auditor_v5,deployment_risk,0.27021,0.00437,10
contact_friction_shift,0.4,mechanics_gap_auditor_v5,robust_utility,0.14571,0.03869,10
contact_friction_shift,0.4,oracle_mechanics_repair,task_success,0.67417,0.02500,10
contact_friction_shift,0.4,oracle_mechanics_repair,hidden_mechanism_f1,0.76978,0.02083,10
contact_friction_shift,0.4,oracle_mechanics_repair,false_abstention,0.05500,0.01067,10
contact_friction_shift,0.4,oracle_mechanics_repair,unsafe_action,0.09333,0.01213,10
contact_friction_shift,0.4,oracle_mechanics_repair,repair_precision,0.49806,0.03320,10
contact_friction_shift,0.4,oracle_mechanics_repair,calibration_error,0.09505,0.00151,10
contact_friction_shift,0.4,oracle_mechanics_repair,bloat_index,0.12050,0.00603,10
contact_friction_shift,0.4,oracle_mechanics_repair,probe_efficiency,0.93230,0.03367,10
contact_friction_shift,0.4,oracle_mechanics_repair,intervention_cost,0.08777,0.00272,10
contact_friction_shift,0.4,oracle_mechanics_repair,oracle_regret,0.07461,0.00726,10
contact_friction_shift,0.4,oracle_mechanics_repair,deployment_risk,0.17591,0.00391,10
contact_friction_shift,0.4,oracle_mechanics_repair,robust_utility,0.43735,0.03602,10
contact_friction_shift,0.6,ensemble_variance_gate,task_success,0.37167,0.01809,10
contact_friction_shift,0.6,ensemble_variance_gate,hidden_mechanism_f1,0.43673,0.03167,10
contact_friction_shift,0.6,ensemble_variance_gate,false_abstention,0.23833,0.02437,10
contact_friction_shift,0.6,ensemble_variance_gate,unsafe_action,0.16417,0.01560,10
contact_friction_shift,0.6,ensemble_variance_gate,repair_precision,0.19779,0.12534,10
contact_friction_shift,0.6,ensemble_variance_gate,calibration_error,0.27489,0.00201,10
contact_friction_shift,0.6,ensemble_variance_gate,bloat_index,0.60635,0.00328,10
contact_friction_shift,0.6,ensemble_variance_gate,probe_efficiency,0.46012,0.25205,10
contact_friction_shift,0.6,ensemble_variance_gate,intervention_cost,0.04751,0.00259,10
contact_friction_shift,0.6,ensemble_variance_gate,oracle_regret,0.27841,0.01538,10
contact_friction_shift,0.6,ensemble_variance_gate,deployment_risk,0.37170,0.00325,10
contact_friction_shift,0.6,ensemble_variance_gate,robust_utility,-0.25106,0.03980,10
contact_friction_shift,0.6,conformal_risk_gate,task_success,0.27750,0.02411,10
contact_friction_shift,0.6,conformal_risk_gate,hidden_mechanism_f1,0.28767,0.03181,10
contact_friction_shift,0.6,conformal_risk_gate,false_abstention,0.45583,0.01243,10
contact_friction_shift,0.6,conformal_risk_gate,unsafe_action,0.06583,0.01623,10
contact_friction_shift,0.6,conformal_risk_gate,repair_precision,0.07500,0.10458,10
contact_friction_shift,0.6,conformal_risk_gate,calibration_error,0.31669,0.00164,10
contact_friction_shift,0.6,conformal_risk_gate,bloat_index,0.77691,0.00287,10
contact_friction_shift,0.6,conformal_risk_gate,probe_efficiency,0.23333,0.21338,10
contact_friction_shift,0.6,conformal_risk_gate,intervention_cost,0.06273,0.00186,10
contact_friction_shift,0.6,conformal_risk_gate,oracle_regret,0.40114,0.01184,10
contact_friction_shift,0.6,conformal_risk_gate,deployment_risk,0.37684,0.00306,10
contact_friction_shift,0.6,conformal_risk_gate,robust_utility,-0.42804,0.04175,10
contact_friction_shift,0.6,active_probe_then_plan,task_success,0.57083,0.02401,10
contact_friction_shift,0.6,active_probe_then_plan,hidden_mechanism_f1,0.62195,0.03157,10
contact_friction_shift,0.6,active_probe_then_plan,false_abstention,0.06333,0.01637,10
contact_friction_shift,0.6,active_probe_then_plan,unsafe_action,0.19500,0.03062,10
contact_friction_shift,0.6,active_probe_then_plan,repair_precision,0.41236,0.05069,10
contact_friction_shift,0.6,active_probe_then_plan,calibration_error,0.11505,0.00124,10
contact_friction_shift,0.6,active_probe_then_plan,bloat_index,0.32114,0.00645,10
contact_friction_shift,0.6,active_probe_then_plan,probe_efficiency,0.59210,0.06413,10
contact_friction_shift,0.6,active_probe_then_plan,intervention_cost,0.08040,0.00314,10
contact_friction_shift,0.6,active_probe_then_plan,oracle_regret,0.11939,0.01254,10
contact_friction_shift,0.6,active_probe_then_plan,deployment_risk,0.28272,0.00356,10
contact_friction_shift,0.6,active_probe_then_plan,robust_utility,0.12921,0.05736,10
contact_friction_shift,0.6,robust_mpc_fallback,task_success,0.60750,0.02170,10
contact_friction_shift,0.6,robust_mpc_fallback,hidden_mechanism_f1,0.14668,0.02527,10
contact_friction_shift,0.6,robust_mpc_fallback,false_abstention,0.05167,0.01163,10
contact_friction_shift,0.6,robust_mpc_fallback,unsafe_action,0.09500,0.01889,10
contact_friction_shift,0.6,robust_mpc_fallback,repair_precision,0.35000,0.25974,10
contact_friction_shift,0.6,robust_mpc_fallback,calibration_error,0.22115,0.00102,10
contact_friction_shift,0.6,robust_mpc_fallback,bloat_index,0.52319,0.00502,10
contact_friction_shift,0.6,robust_mpc_fallback,probe_efficiency,0.36000,0.24480,10
contact_friction_shift,0.6,robust_mpc_fallback,intervention_cost,0.03532,0.00125,10
contact_friction_shift,0.6,robust_mpc_fallback,oracle_regret,0.10369,0.00880,10
contact_friction_shift,0.6,robust_mpc_fallback,deployment_risk,0.26237,0.00237,10
contact_friction_shift,0.6,robust_mpc_fallback,robust_utility,0.26104,0.04254,10
contact_friction_shift,0.6,residual_dynamics_repair,task_success,0.52000,0.03033,10
contact_friction_shift,0.6,residual_dynamics_repair,hidden_mechanism_f1,0.48264,0.02900,10
contact_friction_shift,0.6,residual_dynamics_repair,false_abstention,0.06333,0.01039,10
contact_friction_shift,0.6,residual_dynamics_repair,unsafe_action,0.18667,0.02167,10
contact_friction_shift,0.6,residual_dynamics_repair,repair_precision,0.28133,0.03551,10
contact_friction_shift,0.6,residual_dynamics_repair,calibration_error,0.14917,0.00201,10
contact_friction_shift,0.6,residual_dynamics_repair,bloat_index,0.41618,0.00424,10
contact_friction_shift,0.6,residual_dynamics_repair,probe_efficiency,0.44156,0.08369,10
contact_friction_shift,0.6,residual_dynamics_repair,intervention_cost,0.05604,0.00211,10
contact_friction_shift,0.6,residual_dynamics_repair,oracle_regret,0.13449,0.00812,10
contact_friction_shift,0.6,residual_dynamics_repair,deployment_risk,0.30234,0.00350,10
contact_friction_shift,0.6,residual_dynamics_repair,robust_utility,0.06318,0.05405,10
contact_friction_shift,0.6,mechanics_gap_auditor_v5,task_success,0.56500,0.03585,10
contact_friction_shift,0.6,mechanics_gap_auditor_v5,hidden_mechanism_f1,0.58090,0.02062,10
contact_friction_shift,0.6,mechanics_gap_auditor_v5,false_abstention,0.08500,0.01137,10
contact_friction_shift,0.6,mechanics_gap_auditor_v5,unsafe_action,0.15000,0.01481,10
contact_friction_shift,0.6,mechanics_gap_auditor_v5,repair_precision,0.35354,0.03497,10
contact_friction_shift,0.6,mechanics_gap_auditor_v5,calibration_error,0.11716,0.00177,10
contact_friction_shift,0.6,mechanics_gap_auditor_v5,bloat_index,0.34887,0.00505,10
contact_friction_shift,0.6,mechanics_gap_auditor_v5,probe_efficiency,0.61209,0.05680,10
contact_friction_shift,0.6,mechanics_gap_auditor_v5,intervention_cost,0.06941,0.00253,10
contact_friction_shift,0.6,mechanics_gap_auditor_v5,oracle_regret,0.12549,0.01118,10
