split,method,metric,mean,ci95,seeds,rows_per_seed
actuator_saturation_shift,oracle_full_state_policy,false_abstention,0.03281,0.00647,10,192
actuator_saturation_shift,oracle_full_state_policy,hidden_mechanism_f1,0.64532,0.02285,10,192
actuator_saturation_shift,oracle_full_state_policy,intervention_cost,0.08851,0.00069,10,192
actuator_saturation_shift,oracle_full_state_policy,oracle_regret,0.02949,0.00322,10,192
actuator_saturation_shift,oracle_full_state_policy,probe_efficiency,1.00000,0.00000,10,192
actuator_saturation_shift,oracle_full_state_policy,repair_precision,0.35500,0.02566,10,192
actuator_saturation_shift,oracle_full_state_policy,robust_utility,0.66296,0.03172,10,192
actuator_saturation_shift,oracle_full_state_policy,task_success,0.79583,0.02246,10,192
actuator_saturation_shift,oracle_full_state_policy,unsafe_action,0.04740,0.01163,10,192
actuator_saturation_shift,oracle_mechanics_repair,bloat_index,0.10998,0.00331,10,192
actuator_saturation_shift,oracle_mechanics_repair,calibration_error,0.07945,0.00073,10,192
actuator_saturation_shift,oracle_mechanics_repair,deployment_risk,0.14855,0.00171,10,192
actuator_saturation_shift,oracle_mechanics_repair,false_abstention,0.03490,0.00647,10,192
actuator_saturation_shift,oracle_mechanics_repair,hidden_mechanism_f1,0.62223,0.02971,10,192
actuator_saturation_shift,oracle_mechanics_repair,intervention_cost,0.08927,0.00197,10,192
actuator_saturation_shift,oracle_mechanics_repair,oracle_regret,0.03684,0.00428,10,192
actuator_saturation_shift,oracle_mechanics_repair,probe_efficiency,0.98254,0.01455,10,192
actuator_saturation_shift,oracle_mechanics_repair,repair_precision,0.36756,0.02691,10,192
actuator_saturation_shift,oracle_mechanics_repair,robust_utility,0.59065,0.02175,10,192
actuator_saturation_shift,oracle_mechanics_repair,task_success,0.76823,0.01789,10,192
actuator_saturation_shift,oracle_mechanics_repair,unsafe_action,0.06875,0.00642,10,192
actuator_saturation_shift,residual_dynamics_repair,bloat_index,0.38356,0.00411,10,192
actuator_saturation_shift,residual_dynamics_repair,calibration_error,0.16280,0.00089,10,192
actuator_saturation_shift,residual_dynamics_repair,deployment_risk,0.26010,0.00309,10,192
actuator_saturation_shift,residual_dynamics_repair,false_abstention,0.06614,0.01179,10,192
actuator_saturation_shift,residual_dynamics_repair,hidden_mechanism_f1,0.42262,0.02702,10,192
actuator_saturation_shift,residual_dynamics_repair,intervention_cost,0.05683,0.00140,10,192
actuator_saturation_shift,residual_dynamics_repair,oracle_regret,0.07987,0.00829,10,192
actuator_saturation_shift,residual_dynamics_repair,probe_efficiency,0.47352,0.04538,10,192
actuator_saturation_shift,residual_dynamics_repair,repair_precision,0.20517,0.04269,10,192
actuator_saturation_shift,residual_dynamics_repair,robust_utility,0.30220,0.03809,10,192
actuator_saturation_shift,residual_dynamics_repair,task_success,0.64323,0.01968,10,192
actuator_saturation_shift,residual_dynamics_repair,unsafe_action,0.11979,0.01335,10,192
actuator_saturation_shift,robust_mpc_fallback,bloat_index,0.48036,0.00392,10,192
actuator_saturation_shift,robust_mpc_fallback,calibration_error,0.23763,0.00103,10,192
actuator_saturation_shift,robust_mpc_fallback,deployment_risk,0.22022,0.00176,10,192
actuator_saturation_shift,robust_mpc_fallback,false_abstention,0.03490,0.00862,10,192
actuator_saturation_shift,robust_mpc_fallback,hidden_mechanism_f1,0.15326,0.03024,10,192
actuator_saturation_shift,robust_mpc_fallback,intervention_cost,0.03285,0.00087,10,192
actuator_saturation_shift,robust_mpc_fallback,oracle_regret,0.04020,0.00524,10,192
actuator_saturation_shift,robust_mpc_fallback,probe_efficiency,0.10000,0.09980,10,192
actuator_saturation_shift,robust_mpc_fallback,repair_precision,0.20833,0.14456,10,192
actuator_saturation_shift,robust_mpc_fallback,robust_utility,0.51586,0.02196,10,192
actuator_saturation_shift,robust_mpc_fallback,task_success,0.72656,0.01809,10,192
actuator_saturation_shift,robust_mpc_fallback,unsafe_action,0.02552,0.00636,10,192
actuator_saturation_shift,uncertainty_bloat_audit_v4,bloat_index,0.48883,0.00341,10,192
actuator_saturation_shift,uncertainty_bloat_audit_v4,calibration_error,0.18187,0.00127,10,192
actuator_saturation_shift,uncertainty_bloat_audit_v4,deployment_risk,0.30334,0.00248,10,192
actuator_saturation_shift,uncertainty_bloat_audit_v4,false_abstention,0.06354,0.00831,10,192
actuator_saturation_shift,uncertainty_bloat_audit_v4,hidden_mechanism_f1,0.43054,0.02809,10,192
actuator_saturation_shift,uncertainty_bloat_audit_v4,intervention_cost,0.04687,0.00100,10,192
actuator_saturation_shift,uncertainty_bloat_audit_v4,oracle_regret,0.09223,0.00539,10,192
actuator_saturation_shift,uncertainty_bloat_audit_v4,probe_efficiency,0.39896,0.06072,10,192
actuator_saturation_shift,uncertainty_bloat_audit_v4,repair_precision,0.22596,0.03772,10,192
actuator_saturation_shift,uncertainty_bloat_audit_v4,robust_utility,0.20733,0.03544,10,192
actuator_saturation_shift,uncertainty_bloat_audit_v4,task_success,0.60052,0.01484,10,192
actuator_saturation_shift,uncertainty_bloat_audit_v4,unsafe_action,0.13698,0.01864,10,192
combined_missing_mechanics,active_probe_then_plan,bloat_index,0.32650,0.00489,10,192
combined_missing_mechanics,active_probe_then_plan,calibration_error,0.11245,0.00059,10,192
combined_missing_mechanics,active_probe_then_plan,deployment_risk,0.27725,0.00310,10,192
combined_missing_mechanics,active_probe_then_plan,false_abstention,0.05208,0.01128,10,192
combined_missing_mechanics,active_probe_then_plan,hidden_mechanism_f1,0.59949,0.02325,10,192
combined_missing_mechanics,active_probe_then_plan,intervention_cost,0.07693,0.00203,10,192
combined_missing_mechanics,active_probe_then_plan,oracle_regret,0.10263,0.00906,10,192
combined_missing_mechanics,active_probe_then_plan,probe_efficiency,0.56650,0.04100,10,192
combined_missing_mechanics,active_probe_then_plan,repair_precision,0.41885,0.03353,10,192
combined_missing_mechanics,active_probe_then_plan,robust_utility,0.16343,0.05131,10,192
combined_missing_mechanics,active_probe_then_plan,task_success,0.56719,0.02399,10,192
combined_missing_mechanics,active_probe_then_plan,unsafe_action,0.17448,0.01962,10,192
combined_missing_mechanics,bayesian_model_expansion,bloat_index,0.43022,0.00460,10,192
combined_missing_mechanics,bayesian_model_expansion,calibration_error,0.16449,0.00140,10,192
combined_missing_mechanics,bayesian_model_expansion,deployment_risk,0.29377,0.00361,10,192
combined_missing_mechanics,bayesian_model_expansion,false_abstention,0.12917,0.01734,10,192
combined_missing_mechanics,bayesian_model_expansion,hidden_mechanism_f1,0.57536,0.01864,10,192
combined_missing_mechanics,bayesian_model_expansion,intervention_cost,0.05926,0.00215,10,192
combined_missing_mechanics,bayesian_model_expansion,oracle_regret,0.15371,0.01139,10,192
combined_missing_mechanics,bayesian_model_expansion,probe_efficiency,0.59473,0.05701,10,192
combined_missing_mechanics,bayesian_model_expansion,repair_precision,0.37354,0.03487,10,192
combined_missing_mechanics,bayesian_model_expansion,robust_utility,0.07873,0.04465,10,192
combined_missing_mechanics,bayesian_model_expansion,task_success,0.52448,0.02098,10,192
combined_missing_mechanics,bayesian_model_expansion,unsafe_action,0.14323,0.01757,10,192
combined_missing_mechanics,conformal_risk_gate,bloat_index,0.78210,0.00487,10,192
combined_missing_mechanics,conformal_risk_gate,calibration_error,0.32090,0.00196,10,192
combined_missing_mechanics,conformal_risk_gate,deployment_risk,0.37310,0.00298,10,192
combined_missing_mechanics,conformal_risk_gate,false_abstention,0.44531,0.02427,10,192
combined_missing_mechanics,conformal_risk_gate,hidden_mechanism_f1,0.25858,0.02845,10,192
combined_missing_mechanics,conformal_risk_gate,intervention_cost,0.05956,0.00174,10,192
combined_missing_mechanics,conformal_risk_gate,oracle_regret,0.37037,0.01344,10,192
combined_missing_mechanics,conformal_risk_gate,probe_efficiency,0.19167,0.13347,10,192
combined_missing_mechanics,conformal_risk_gate,repair_precision,0.16667,0.13557,10,192
combined_missing_mechanics,conformal_risk_gate,robust_utility,-0.36435,0.02427,10,192
combined_missing_mechanics,conformal_risk_gate,task_success,0.31823,0.01479,10,192
combined_missing_mechanics,conformal_risk_gate,unsafe_action,0.06198,0.01510,10,192
combined_missing_mechanics,ensemble_variance_gate,bloat_index,0.61393,0.00314,10,192
combined_missing_mechanics,ensemble_variance_gate,calibration_error,0.28117,0.00213,10,192
combined_missing_mechanics,ensemble_variance_gate,deployment_risk,0.36902,0.00227,10,192
combined_missing_mechanics,ensemble_variance_gate,false_abstention,0.25208,0.01682,10,192
combined_missing_mechanics,ensemble_variance_gate,hidden_mechanism_f1,0.39268,0.02196,10,192
combined_missing_mechanics,ensemble_variance_gate,intervention_cost,0.04576,0.00096,10,192
combined_missing_mechanics,ensemble_variance_gate,oracle_regret,0.26901,0.00877,10,192
combined_missing_mechanics,ensemble_variance_gate,probe_efficiency,0.53571,0.18803,10,192
combined_missing_mechanics,ensemble_variance_gate,repair_precision,0.23755,0.09249,10,192
combined_missing_mechanics,ensemble_variance_gate,robust_utility,-0.22702,0.03625,10,192
combined_missing_mechanics,ensemble_variance_gate,task_success,0.39844,0.02066,10,192
combined_missing_mechanics,ensemble_variance_gate,unsafe_action,0.16354,0.01938,10,192
combined_missing_mechanics,epistemic_ensemble_planner,bloat_index,0.53375,0.00408,10,192
combined_missing_mechanics,epistemic_ensemble_planner,calibration_error,0.22086,0.00152,10,192
combined_missing_mechanics,epistemic_ensemble_planner,deployment_risk,0.33476,0.00320,10,192
combined_missing_mechanics,epistemic_ensemble_planner,false_abstention,0.14167,0.01482,10,192
combined_missing_mechanics,epistemic_ensemble_planner,hidden_mechanism_f1,0.47641,0.02060,10,192
combined_missing_mechanics,epistemic_ensemble_planner,intervention_cost,0.04438,0.00206,10,192
combined_missing_mechanics,epistemic_ensemble_planner,oracle_regret,0.18517,0.01002,10,192
combined_missing_mechanics,epistemic_ensemble_planner,probe_efficiency,0.49747,0.11450,10,192
combined_missing_mechanics,epistemic_ensemble_planner,repair_precision,0.29786,0.08524,10,192
combined_missing_mechanics,epistemic_ensemble_planner,robust_utility,-0.01659,0.03088,10,192
combined_missing_mechanics,epistemic_ensemble_planner,task_success,0.48229,0.01962,10,192
combined_missing_mechanics,epistemic_ensemble_planner,unsafe_action,0.15052,0.01548,10,192
combined_missing_mechanics,mc_dropout_uncertainty,bloat_index,0.70313,0.00274,10,192
combined_missing_mechanics,mc_dropout_uncertainty,calibration_error,0.36604,0.00161,10,192
combined_missing_mechanics,mc_dropout_uncertainty,deployment_risk,0.40700,0.00200,10,192
combined_missing_mechanics,mc_dropout_uncertainty,false_abstention,0.23125,0.02212,10,192
combined_missing_mechanics,mc_dropout_uncertainty,hidden_mechanism_f1,0.39629,0.03168,10,192
combined_missing_mechanics,mc_dropout_uncertainty,intervention_cost,0.04479,0.00234,10,192
combined_missing_mechanics,mc_dropout_uncertainty,oracle_regret,0.26008,0.01325,10,192
combined_missing_mechanics,mc_dropout_uncertainty,probe_efficiency,0.45512,0.11751,10,192
combined_missing_mechanics,mc_dropout_uncertainty,repair_precision,0.24045,0.07669,10,192
combined_missing_mechanics,mc_dropout_uncertainty,robust_utility,-0.23296,0.04626,10,192
combined_missing_mechanics,mc_dropout_uncertainty,task_success,0.39010,0.02465,10,192
combined_missing_mechanics,mc_dropout_uncertainty,unsafe_action,0.15260,0.00998,10,192
combined_missing_mechanics,mean_world_model_mpc,bloat_index,0.34049,0.00349,10,192
combined_missing_mechanics,mean_world_model_mpc,calibration_error,0.12565,0.00115,10,192
combined_missing_mechanics,mean_world_model_mpc,deployment_risk,0.30276,0.00246,10,192
combined_missing_mechanics,mean_world_model_mpc,false_abstention,0.06823,0.01048,10,192
combined_missing_mechanics,mean_world_model_mpc,hidden_mechanism_f1,0.10620,0.01898,10,192
combined_missing_mechanics,mean_world_model_mpc,intervention_cost,0.02765,0.00074,10,192
combined_missing_mechanics,mean_world_model_mpc,oracle_regret,0.16453,0.00704,10,192
combined_missing_mechanics,mean_world_model_mpc,probe_efficiency,0.16667,0.13773,10,192
combined_missing_mechanics,mean_world_model_mpc,repair_precision,0.35000,0.25974,10,192
combined_missing_mechanics,mean_world_model_mpc,robust_utility,0.00240,0.02496,10,192
combined_missing_mechanics,mean_world_model_mpc,task_success,0.47239,0.01575,10,192
combined_missing_mechanics,mean_world_model_mpc,unsafe_action,0.20885,0.01277,10,192
combined_missing_mechanics,mechanics_gap_auditor_v5,bloat_index,0.34725,0.00280,10,192
combined_missing_mechanics,mechanics_gap_auditor_v5,calibration_error,0.11502,0.00117,10,192
combined_missing_mechanics,mechanics_gap_auditor_v5,deployment_risk,0.26543,0.00156,10,192
combined_missing_mechanics,mechanics_gap_auditor_v5,false_abstention,0.08906,0.01745,10,192
combined_missing_mechanics,mechanics_gap_auditor_v5,hidden_mechanism_f1,0.62879,0.02347,10,192
combined_missing_mechanics,mechanics_gap_auditor_v5,intervention_cost,0.06820,0.00147,10,192
combined_missing_mechanics,mechanics_gap_auditor_v5,oracle_regret,0.12229,0.00978,10,192
combined_missing_mechanics,mechanics_gap_auditor_v5,probe_efficiency,0.63424,0.03991,10,192
combined_missing_mechanics,mechanics_gap_auditor_v5,repair_precision,0.38441,0.04522,10,192
combined_missing_mechanics,mechanics_gap_auditor_v5,robust_utility,0.12855,0.03646,10,192
combined_missing_mechanics,mechanics_gap_auditor_v5,task_success,0.55104,0.01977,10,192
combined_missing_mechanics,mechanics_gap_auditor_v5,unsafe_action,0.16667,0.01775,10,192
combined_missing_mechanics,oracle_full_state_policy,bloat_index,0.06405,0.00263,10,192
combined_missing_mechanics,oracle_full_state_policy,calibration_error,0.07527,0.00067,10,192
combined_missing_mechanics,oracle_full_state_policy,deployment_risk,0.13099,0.00178,10,192
combined_missing_mechanics,oracle_full_state_policy,false_abstention,0.04635,0.00980,10,192
combined_missing_mechanics,oracle_full_state_policy,hidden_mechanism_f1,0.80448,0.01028,10,192
combined_missing_mechanics,oracle_full_state_policy,intervention_cost,0.08868,0.00076,10,192
combined_missing_mechanics,oracle_full_state_policy,oracle_regret,0.05383,0.00662,10,192
combined_missing_mechanics,oracle_full_state_policy,probe_efficiency,1.00000,0.00000,10,192
combined_missing_mechanics,oracle_full_state_policy,repair_precision,0.50760,0.01778,10,192
combined_missing_mechanics,oracle_full_state_policy,robust_utility,0.56160,0.02875,10,192
combined_missing_mechanics,oracle_full_state_policy,task_success,0.73438,0.01529,10,192
combined_missing_mechanics,oracle_full_state_policy,unsafe_action,0.06510,0.01131,10,192
combined_missing_mechanics,oracle_mechanics_repair,bloat_index,0.12083,0.00363,10,192
combined_missing_mechanics,oracle_mechanics_repair,calibration_error,0.09186,0.00131,10,192
combined_missing_mechanics,oracle_mechanics_repair,deployment_risk,0.17084,0.00299,10,192
combined_missing_mechanics,oracle_mechanics_repair,false_abstention,0.05729,0.01282,10,192
combined_missing_mechanics,oracle_mechanics_repair,hidden_mechanism_f1,0.77459,0.01466,10,192
combined_missing_mechanics,oracle_mechanics_repair,intervention_cost,0.08977,0.00240,10,192
combined_missing_mechanics,oracle_mechanics_repair,oracle_regret,0.07295,0.00777,10,192
combined_missing_mechanics,oracle_mechanics_repair,probe_efficiency,0.97045,0.01975,10,192
combined_missing_mechanics,oracle_mechanics_repair,repair_precision,0.48282,0.02574,10,192
combined_missing_mechanics,oracle_mechanics_repair,robust_utility,0.44238,0.03057,10,192
combined_missing_mechanics,oracle_mechanics_repair,task_success,0.68854,0.01714,10,192
combined_missing_mechanics,oracle_mechanics_repair,unsafe_action,0.10000,0.01351,10,192
combined_missing_mechanics,residual_dynamics_repair,bloat_index,0.41834,0.00202,10,192
combined_missing_mechanics,residual_dynamics_repair,calibration_error,0.15084,0.00155,10,192
combined_missing_mechanics,residual_dynamics_repair,deployment_risk,0.29750,0.00162,10,192
combined_missing_mechanics,residual_dynamics_repair,false_abstention,0.08802,0.00956,10,192
combined_missing_mechanics,residual_dynamics_repair,hidden_mechanism_f1,0.51466,0.03119,10,192
combined_missing_mechanics,residual_dynamics_repair,intervention_cost,0.05805,0.00122,10,192
combined_missing_mechanics,residual_dynamics_repair,oracle_regret,0.13533,0.00591,10,192
combined_missing_mechanics,residual_dynamics_repair,probe_efficiency,0.46738,0.06370,10,192
combined_missing_mechanics,residual_dynamics_repair,repair_precision,0.27185,0.02857,10,192
combined_missing_mechanics,residual_dynamics_repair,robust_utility,0.09308,0.01780,10,192
combined_missing_mechanics,residual_dynamics_repair,task_success,0.53698,0.01390,10,192
combined_missing_mechanics,residual_dynamics_repair,unsafe_action,0.16615,0.00840,10,192
combined_missing_mechanics,robust_mpc_fallback,bloat_index,0.52830,0.00267,10,192
combined_missing_mechanics,robust_mpc_fallback,calibration_error,0.22538,0.00118,10,192
combined_missing_mechanics,robust_mpc_fallback,deployment_risk,0.25669,0.00223,10,192
combined_missing_mechanics,robust_mpc_fallback,false_abstention,0.05365,0.01403,10,192
combined_missing_mechanics,robust_mpc_fallback,hidden_mechanism_f1,0.13944,0.01811,10,192
combined_missing_mechanics,robust_mpc_fallback,intervention_cost,0.03437,0.00130,10,192
combined_missing_mechanics,robust_mpc_fallback,oracle_regret,0.09242,0.00815,10,192
combined_missing_mechanics,robust_mpc_fallback,probe_efficiency,0.30000,0.26133,10,192
combined_missing_mechanics,robust_mpc_fallback,repair_precision,0.25833,0.23411,10,192
combined_missing_mechanics,robust_mpc_fallback,robust_utility,0.33446,0.03973,10,192
combined_missing_mechanics,robust_mpc_fallback,task_success,0.64115,0.02280,10,192
combined_missing_mechanics,robust_mpc_fallback,unsafe_action,0.06562,0.01429,10,192
combined_missing_mechanics,uncertainty_bloat_audit_v4,bloat_index,0.52711,0.00311,10,192
combined_missing_mechanics,uncertainty_bloat_audit_v4,calibration_error,0.16769,0.00103,10,192
combined_missing_mechanics,uncertainty_bloat_audit_v4,deployment_risk,0.34253,0.00190,10,192
combined_missing_mechanics,uncertainty_bloat_audit_v4,false_abstention,0.08281,0.00944,10,192
combined_missing_mechanics,uncertainty_bloat_audit_v4,hidden_mechanism_f1,0.44991,0.02129,10,192
combined_missing_mechanics,uncertainty_bloat_audit_v4,intervention_cost,0.04727,0.00141,10,192
combined_missing_mechanics,uncertainty_bloat_audit_v4,oracle_regret,0.15276,0.00706,10,192
combined_missing_mechanics,uncertainty_bloat_audit_v4,probe_efficiency,0.44252,0.05767,10,192
combined_missing_mechanics,uncertainty_bloat_audit_v4,repair_precision,0.34005,0.05856,10,192
combined_missing_mechanics,uncertainty_bloat_audit_v4,robust_utility,-0.01000,0.04047,10,192
combined_missing_mechanics,uncertainty_bloat_audit_v4,task_success,0.49635,0.02064,10,192
combined_missing_mechanics,uncertainty_bloat_audit_v4,unsafe_action,0.19011,0.01828,10,192
friction_contact_shift,active_probe_then_plan,bloat_index,0.28962,0.00281,10,192
friction_contact_shift,active_probe_then_plan,calibration_error,0.11905,0.00098,10,192
friction_contact_shift,active_probe_then_plan,deployment_risk,0.24061,0.00173,10,192
friction_contact_shift,active_probe_then_plan,false_abstention,0.03906,0.00878,10,192
friction_contact_shift,active_probe_then_plan,hidden_mechanism_f1,0.51661,0.02879,10,192
friction_contact_shift,active_probe_then_plan,intervention_cost,0.07730,0.00209,10,192
friction_contact_shift,active_probe_then_plan,oracle_regret,0.05480,0.00592,10,192
