split,method,seed,rows,task_success,hidden_mechanism_f1,false_abstention,unsafe_action,repair_precision,calibration_error,bloat_index,probe_efficiency,intervention_cost,oracle_regret,deployment_risk,robust_utility
combined_missing_mechanics,conformal_risk_gate,9,192,0.31771,0.22973,0.46875,0.04688,0.00000,0.32260,0.78936,0.00000,0.06005,0.38487,0.37680,-0.36525
combined_missing_mechanics,ensemble_variance_gate,0,192,0.39583,0.35165,0.26562,0.14062,0.25000,0.28181,0.62222,0.00000,0.04664,0.28097,0.37548,-0.21506
combined_missing_mechanics,ensemble_variance_gate,1,192,0.34375,0.33750,0.26562,0.18750,0.28571,0.28534,0.61903,1.00000,0.04539,0.27976,0.36641,-0.32390
combined_missing_mechanics,ensemble_variance_gate,2,192,0.43229,0.39535,0.24479,0.14583,0.12500,0.28214,0.61451,0.28571,0.04596,0.25962,0.37030,-0.16376
combined_missing_mechanics,ensemble_variance_gate,3,192,0.35417,0.38418,0.23438,0.20833,0.22222,0.27909,0.61126,0.40000,0.04492,0.26607,0.36772,-0.31698
combined_missing_mechanics,ensemble_variance_gate,4,192,0.38542,0.39521,0.26562,0.18750,0.14286,0.28362,0.61075,0.40000,0.04638,0.27455,0.36503,-0.27789
combined_missing_mechanics,ensemble_variance_gate,5,192,0.38021,0.39535,0.26562,0.14062,0.00000,0.28342,0.60969,0.60000,0.04617,0.27123,0.36460,-0.22265
combined_missing_mechanics,ensemble_variance_gate,6,192,0.40104,0.40909,0.30208,0.10417,0.37500,0.28444,0.62030,1.00000,0.04914,0.29372,0.37419,-0.18669
combined_missing_mechanics,ensemble_variance_gate,7,192,0.41667,0.41111,0.20833,0.18229,0.11111,0.27587,0.61049,0.50000,0.04331,0.24719,0.36810,-0.20098
combined_missing_mechanics,ensemble_variance_gate,8,192,0.43750,0.46809,0.21875,0.18229,0.36364,0.27544,0.60701,0.57143,0.04482,0.25126,0.37081,-0.18617
combined_missing_mechanics,ensemble_variance_gate,9,192,0.43750,0.37931,0.25000,0.15625,0.50000,0.28049,0.61403,0.60000,0.04482,0.26573,0.36755,-0.17616
combined_missing_mechanics,epistemic_ensemble_planner,0,192,0.46354,0.46632,0.13542,0.15104,0.15789,0.21790,0.54099,0.37500,0.04334,0.19000,0.34206,-0.03705
combined_missing_mechanics,epistemic_ensemble_planner,1,192,0.52083,0.44444,0.14062,0.15104,0.50000,0.22424,0.53048,0.60000,0.04224,0.17942,0.32695,0.02596
combined_missing_mechanics,epistemic_ensemble_planner,2,192,0.44271,0.44565,0.17708,0.17188,0.21053,0.22518,0.53747,0.66667,0.04714,0.21053,0.33688,-0.11214
combined_missing_mechanics,epistemic_ensemble_planner,3,192,0.43229,0.52308,0.16667,0.09896,0.39130,0.22146,0.52854,0.36364,0.04849,0.19117,0.33309,-0.01594
combined_missing_mechanics,epistemic_ensemble_planner,4,192,0.49479,0.50847,0.09896,0.15625,0.46154,0.21913,0.52638,0.33333,0.03860,0.15443,0.32988,0.02572
combined_missing_mechanics,epistemic_ensemble_planner,5,192,0.50000,0.52083,0.14062,0.11979,0.19231,0.22129,0.52321,0.40000,0.04412,0.17695,0.32873,0.04673
combined_missing_mechanics,epistemic_ensemble_planner,6,192,0.46875,0.49485,0.13542,0.17188,0.14286,0.21838,0.53692,0.66667,0.04084,0.19167,0.33854,-0.05669
combined_missing_mechanics,epistemic_ensemble_planner,7,192,0.47917,0.46486,0.14062,0.17708,0.44444,0.21901,0.53459,0.43750,0.04678,0.18329,0.33499,-0.05260
combined_missing_mechanics,epistemic_ensemble_planner,8,192,0.48958,0.43077,0.16667,0.14062,0.20000,0.22199,0.54415,0.84615,0.04849,0.20370,0.34136,-0.02074
combined_missing_mechanics,epistemic_ensemble_planner,9,192,0.53125,0.46486,0.11458,0.16667,0.27778,0.22004,0.53477,0.28571,0.04375,0.17052,0.33511,0.03088
combined_missing_mechanics,mc_dropout_uncertainty,0,192,0.38021,0.43386,0.22917,0.17708,0.44444,0.36329,0.70288,0.40000,0.04409,0.26571,0.40926,-0.27476
combined_missing_mechanics,mc_dropout_uncertainty,1,192,0.38021,0.38788,0.25000,0.15625,0.28571,0.36882,0.70308,0.50000,0.04747,0.26590,0.40464,-0.25931
combined_missing_mechanics,mc_dropout_uncertainty,2,192,0.41667,0.31138,0.20312,0.16667,0.09091,0.36703,0.70717,0.25000,0.04258,0.24873,0.40780,-0.20664
combined_missing_mechanics,mc_dropout_uncertainty,3,192,0.45833,0.33735,0.20312,0.13542,0.40000,0.36423,0.70563,0.42857,0.04326,0.23933,0.40662,-0.12146
combined_missing_mechanics,mc_dropout_uncertainty,4,192,0.37500,0.45087,0.28125,0.14583,0.16667,0.37097,0.69916,0.62500,0.04914,0.28568,0.40485,-0.27390
combined_missing_mechanics,mc_dropout_uncertainty,5,192,0.43750,0.44578,0.18750,0.12500,0.20000,0.36428,0.69302,0.14286,0.04044,0.22622,0.39980,-0.11191
combined_missing_mechanics,mc_dropout_uncertainty,6,192,0.32812,0.44809,0.29167,0.15104,0.35714,0.36662,0.70423,0.57143,0.05159,0.29358,0.41019,-0.33773
combined_missing_mechanics,mc_dropout_uncertainty,7,192,0.36979,0.38095,0.20312,0.16667,0.11111,0.36241,0.70236,0.50000,0.04154,0.24716,0.40901,-0.25112
combined_missing_mechanics,mc_dropout_uncertainty,8,192,0.34896,0.41989,0.25000,0.16146,0.18182,0.36672,0.70847,0.80000,0.04680,0.27767,0.41038,-0.30367
combined_missing_mechanics,mc_dropout_uncertainty,9,192,0.40625,0.34682,0.21354,0.14062,0.16667,0.36605,0.70525,0.33333,0.04096,0.25085,0.40748,-0.18909
combined_missing_mechanics,mean_world_model_mpc,0,192,0.46354,0.07092,0.09896,0.18229,0.00000,0.12580,0.35312,0.00000,0.02839,0.18497,0.30946,-0.00005
combined_missing_mechanics,mean_world_model_mpc,1,192,0.46354,0.09160,0.05729,0.21354,0.00000,0.12601,0.33840,0.33333,0.02599,0.15516,0.29811,-0.00206
combined_missing_mechanics,mean_world_model_mpc,2,192,0.50000,0.11852,0.05208,0.23958,0.00000,0.12516,0.33777,0.00000,0.02708,0.16014,0.30272,0.00178
combined_missing_mechanics,mean_world_model_mpc,3,192,0.45312,0.04545,0.06771,0.21875,1.00000,0.12550,0.34158,0.00000,0.02620,0.16559,0.30406,-0.02932
combined_missing_mechanics,mean_world_model_mpc,4,192,0.45833,0.13636,0.08333,0.19271,0.00000,0.12784,0.33474,0.50000,0.02865,0.17067,0.29891,0.00025
combined_missing_mechanics,mean_world_model_mpc,5,192,0.43750,0.13953,0.06250,0.19792,1.00000,0.12730,0.33232,0.00000,0.02719,0.15379,0.29644,-0.00897
combined_missing_mechanics,mean_world_model_mpc,6,192,0.46354,0.12676,0.08854,0.21354,0.66667,0.12676,0.34312,0.50000,0.02990,0.17873,0.30580,-0.02930
combined_missing_mechanics,mean_world_model_mpc,7,192,0.48438,0.13139,0.05729,0.20833,0.00000,0.12623,0.33966,0.00000,0.02724,0.15808,0.30452,0.02322
combined_missing_mechanics,mean_world_model_mpc,8,192,0.52604,0.09929,0.04688,0.18229,0.33333,0.12108,0.34221,0.00000,0.02844,0.14962,0.30520,0.10483
combined_missing_mechanics,mean_world_model_mpc,9,192,0.47396,0.10219,0.06771,0.23958,0.50000,0.12477,0.34193,0.33333,0.02745,0.16851,0.30239,-0.03635
combined_missing_mechanics,mechanics_gap_auditor_v5,0,192,0.57292,0.61864,0.07292,0.15625,0.49206,0.11244,0.34323,0.62791,0.07048,0.11090,0.26321,0.17623
combined_missing_mechanics,mechanics_gap_auditor_v5,1,192,0.55208,0.61883,0.09375,0.15625,0.31667,0.11568,0.35192,0.58974,0.06933,0.12302,0.26462,0.13850
combined_missing_mechanics,mechanics_gap_auditor_v5,2,192,0.50521,0.70222,0.09896,0.15104,0.40000,0.11562,0.34311,0.60714,0.06345,0.13142,0.26417,0.09636
combined_missing_mechanics,mechanics_gap_auditor_v5,3,192,0.54688,0.61751,0.09375,0.16146,0.32759,0.11316,0.35422,0.61905,0.07011,0.12430,0.27007,0.12531
combined_missing_mechanics,mechanics_gap_auditor_v5,4,192,0.53646,0.56338,0.07292,0.16146,0.29032,0.11542,0.35137,0.50000,0.06782,0.11179,0.26601,0.13143
combined_missing_mechanics,mechanics_gap_auditor_v5,5,192,0.61979,0.59091,0.07292,0.13021,0.29851,0.11599,0.34587,0.68293,0.07079,0.10366,0.26557,0.25808
combined_missing_mechanics,mechanics_gap_auditor_v5,6,192,0.56771,0.62555,0.05729,0.19271,0.38983,0.11246,0.34723,0.63158,0.06563,0.11062,0.26780,0.13304
combined_missing_mechanics,mechanics_gap_auditor_v5,7,192,0.55729,0.65236,0.11458,0.17188,0.42188,0.11712,0.34167,0.65625,0.06897,0.13659,0.26320,0.11168
combined_missing_mechanics,mechanics_gap_auditor_v5,8,192,0.53125,0.65502,0.06250,0.23438,0.47619,0.11436,0.34304,0.69444,0.06636,0.11423,0.26190,0.04146
combined_missing_mechanics,mechanics_gap_auditor_v5,9,192,0.52083,0.64348,0.15104,0.15104,0.43103,0.11794,0.35083,0.73333,0.06907,0.15635,0.26772,0.07337
combined_missing_mechanics,oracle_full_state_policy,0,192,0.72396,0.82201,0.03646,0.07812,0.52601,0.07502,0.06414,1.00000,0.08772,0.05003,0.13040,0.54135
combined_missing_mechanics,oracle_full_state_policy,1,192,0.72396,0.81046,0.05208,0.04688,0.45087,0.07304,0.06384,1.00000,0.08986,0.05829,0.13536,0.56907
combined_missing_mechanics,oracle_full_state_policy,2,192,0.71875,0.79868,0.05208,0.09896,0.50943,0.07483,0.06772,1.00000,0.08694,0.05940,0.13170,0.49810
combined_missing_mechanics,oracle_full_state_policy,3,192,0.71875,0.81150,0.05729,0.06250,0.52381,0.07526,0.05881,1.00000,0.08772,0.06328,0.13002,0.54183
combined_missing_mechanics,oracle_full_state_policy,4,192,0.74479,0.77273,0.03125,0.05208,0.47368,0.07540,0.06275,1.00000,0.08996,0.04152,0.12918,0.60058
combined_missing_mechanics,oracle_full_state_policy,5,192,0.79167,0.79195,0.04167,0.04688,0.50909,0.07501,0.06207,1.00000,0.08845,0.04571,0.12712,0.64807
combined_missing_mechanics,oracle_full_state_policy,6,192,0.72917,0.80906,0.02083,0.07812,0.51429,0.07514,0.06305,1.00000,0.08757,0.04009,0.12953,0.55842
combined_missing_mechanics,oracle_full_state_policy,7,192,0.71875,0.79612,0.05208,0.08333,0.50307,0.07602,0.06854,1.00000,0.09048,0.06253,0.13360,0.51486
combined_missing_mechanics,oracle_full_state_policy,8,192,0.76042,0.83226,0.04167,0.05208,0.55621,0.07736,0.05798,1.00000,0.08970,0.04566,0.12790,0.61108
combined_missing_mechanics,oracle_full_state_policy,9,192,0.71354,0.80000,0.07812,0.05208,0.50955,0.07562,0.07161,1.00000,0.08840,0.07183,0.13510,0.53262
combined_missing_mechanics,oracle_mechanics_repair,0,192,0.65104,0.80822,0.05729,0.10938,0.53378,0.09373,0.11281,0.97059,0.09337,0.07107,0.16699,0.39509
combined_missing_mechanics,oracle_mechanics_repair,1,192,0.67188,0.77536,0.06771,0.08333,0.47059,0.08935,0.12359,0.90909,0.08483,0.07790,0.16949,0.44044
combined_missing_mechanics,oracle_mechanics_repair,2,192,0.70312,0.77966,0.03125,0.09375,0.52518,0.09302,0.11244,1.00000,0.08285,0.05293,0.16465,0.49006
combined_missing_mechanics,oracle_mechanics_repair,3,192,0.75000,0.78082,0.04167,0.07812,0.46622,0.09251,0.11994,1.00000,0.09212,0.05895,0.17092,0.54400
combined_missing_mechanics,oracle_mechanics_repair,4,192,0.70833,0.72792,0.08854,0.07292,0.48551,0.09253,0.12451,0.96774,0.09134,0.08550,0.16807,0.47478
combined_missing_mechanics,oracle_mechanics_repair,5,192,0.68229,0.74552,0.03646,0.14062,0.40000,0.08976,0.12619,0.93333,0.08889,0.06629,0.17483,0.39650
combined_missing_mechanics,oracle_mechanics_repair,6,192,0.68750,0.80000,0.07292,0.08854,0.45985,0.09087,0.12877,0.97500,0.09441,0.08795,0.17909,0.43816
combined_missing_mechanics,oracle_mechanics_repair,7,192,0.68229,0.77852,0.07292,0.09375,0.53793,0.09586,0.11400,1.00000,0.08946,0.07743,0.16534,0.43690
combined_missing_mechanics,oracle_mechanics_repair,8,192,0.68750,0.76610,0.03125,0.12500,0.48299,0.08926,0.12165,0.94872,0.09332,0.06293,0.17278,0.42495
combined_missing_mechanics,oracle_mechanics_repair,9,192,0.66146,0.78378,0.07292,0.11458,0.46617,0.09168,0.12444,1.00000,0.08712,0.08850,0.17627,0.38287
combined_missing_mechanics,residual_dynamics_repair,0,192,0.51562,0.50704,0.08333,0.16667,0.30882,0.14919,0.41833,0.57895,0.06072,0.13388,0.29964,0.07298
combined_missing_mechanics,residual_dynamics_repair,1,192,0.55208,0.52577,0.11979,0.18229,0.27869,0.15376,0.41729,0.53333,0.05958,0.15254,0.29341,0.06576
combined_missing_mechanics,residual_dynamics_repair,2,192,0.52604,0.53922,0.09375,0.16146,0.19118,0.15116,0.41631,0.30769,0.05874,0.14215,0.29896,0.08270
combined_missing_mechanics,residual_dynamics_repair,3,192,0.51562,0.55502,0.10417,0.18229,0.29630,0.15256,0.41874,0.63636,0.05942,0.14674,0.29825,0.03859
combined_missing_mechanics,residual_dynamics_repair,4,192,0.56771,0.43617,0.08333,0.18229,0.32812,0.15166,0.41774,0.44444,0.05900,0.12741,0.29243,0.10916
combined_missing_mechanics,residual_dynamics_repair,5,192,0.55729,0.49451,0.09375,0.15625,0.21154,0.15460,0.42470,0.37500,0.05515,0.13607,0.29775,0.12200
combined_missing_mechanics,residual_dynamics_repair,6,192,0.56250,0.44330,0.06771,0.16667,0.32787,0.14684,0.42171,0.36364,0.05869,0.12330,0.29903,0.13135
combined_missing_mechanics,residual_dynamics_repair,7,192,0.51562,0.51813,0.08333,0.15625,0.26667,0.15155,0.41826,0.47059,0.05729,0.13335,0.29882,0.08736
combined_missing_mechanics,residual_dynamics_repair,8,192,0.54688,0.60784,0.07812,0.16667,0.25926,0.14880,0.41214,0.43750,0.05452,0.13388,0.29662,0.11029
combined_missing_mechanics,residual_dynamics_repair,9,192,0.51042,0.51961,0.07292,0.14062,0.25000,0.14826,0.41815,0.52632,0.05739,0.12398,0.30013,0.11059
combined_missing_mechanics,robust_mpc_fallback,0,192,0.67708,0.17450,0.04167,0.05729,0.00000,0.22214,0.52990,0.00000,0.03309,0.09092,0.25883,0.38684
combined_missing_mechanics,robust_mpc_fallback,1,192,0.66146,0.16176,0.04167,0.05208,0.66667,0.22522,0.52424,0.00000,0.03455,0.07996,0.25227,0.38378
combined_missing_mechanics,robust_mpc_fallback,2,192,0.60938,0.13235,0.04167,0.08333,0.00000,0.22515,0.52834,0.50000,0.03330,0.08705,0.25628,0.28870
combined_missing_mechanics,robust_mpc_fallback,3,192,0.60417,0.14388,0.04688,0.10417,0.66667,0.22531,0.52877,0.00000,0.03491,0.09459,0.25377,0.25107
combined_missing_mechanics,robust_mpc_fallback,4,192,0.63542,0.15152,0.07292,0.04688,1.00000,0.22772,0.52230,1.00000,0.03501,0.09700,0.25272,0.34291
combined_missing_mechanics,robust_mpc_fallback,5,192,0.69792,0.08000,0.04167,0.04167,0.00000,0.22615,0.52370,0.00000,0.03314,0.07848,0.25322,0.43453
combined_missing_mechanics,robust_mpc_fallback,6,192,0.58854,0.16552,0.09375,0.05729,0.00000,0.22744,0.53615,0.00000,0.03871,0.11643,0.26060,0.25984
combined_missing_mechanics,robust_mpc_fallback,7,192,0.62500,0.10370,0.03125,0.10417,0.00000,0.22252,0.52744,1.00000,0.03199,0.08494,0.25717,0.28458
combined_missing_mechanics,robust_mpc_fallback,8,192,0.63021,0.15172,0.08854,0.05208,0.25000,0.22727,0.53366,0.00000,0.03673,0.11274,0.26225,0.31335
combined_missing_mechanics,robust_mpc_fallback,9,192,0.68229,0.12950,0.03646,0.05729,0.00000,0.22491,0.52846,0.50000,0.03225,0.08212,0.25982,0.39903
combined_missing_mechanics,uncertainty_bloat_audit_v4,0,192,0.44792,0.47716,0.09896,0.17188,0.44118,0.16664,0.53028,0.60000,0.04797,0.16065,0.34433,-0.04758
combined_missing_mechanics,uncertainty_bloat_audit_v4,1,192,0.51562,0.47826,0.08333,0.15104,0.33333,0.16886,0.52020,0.26316,0.04829,0.14493,0.33926,0.06300
combined_missing_mechanics,uncertainty_bloat_audit_v4,2,192,0.47396,0.40659,0.08333,0.23438,0.26316,0.16638,0.52994,0.40000,0.04839,0.16095,0.34423,-0.09281
combined_missing_mechanics,uncertainty_bloat_audit_v4,3,192,0.46875,0.39560,0.09375,0.17188,0.47619,0.16896,0.53277,0.38462,0.04297,0.15937,0.34252,-0.02293
combined_missing_mechanics,uncertainty_bloat_audit_v4,4,192,0.54688,0.44086,0.09896,0.20312,0.27027,0.17051,0.52633,0.43750,0.04938,0.15901,0.33832,0.01371
combined_missing_mechanics,uncertainty_bloat_audit_v4,5,192,0.48958,0.48619,0.07292,0.18750,0.22581,0.16745,0.52115,0.50000,0.04448,0.14536,0.33819,-0.00317
combined_missing_mechanics,uncertainty_bloat_audit_v4,6,192,0.51562,0.44792,0.07812,0.20312,0.41026,0.16601,0.52354,0.40000,0.05021,0.14921,0.34343,-0.00324
combined_missing_mechanics,uncertainty_bloat_audit_v4,7,192,0.45833,0.42697,0.09896,0.23958,0.25926,0.16961,0.53431,0.44444,0.04761,0.17234,0.34784,-0.12807
combined_missing_mechanics,uncertainty_bloat_audit_v4,8,192,0.53125,0.44211,0.05729,0.17188,0.44828,0.16590,0.52994,0.45000,0.04542,0.13690,0.34389,0.06610
combined_missing_mechanics,uncertainty_bloat_audit_v4,9,192,0.51562,0.49741,0.06250,0.16667,0.27273,0.16659,0.52262,0.54545,0.04802,0.13888,0.34328,0.05497
friction_contact_shift,active_probe_then_plan,0,192,0.68229,0.44199,0.04688,0.13021,0.32075,0.12244,0.29679,0.66667,0.08128,0.06021,0.23944,0.36223
friction_contact_shift,active_probe_then_plan,1,192,0.64583,0.50273,0.03125,0.11979,0.19643,0.11865,0.29159,0.67742,0.07206,0.05341,0.24398,0.35329
friction_contact_shift,active_probe_then_plan,2,192,0.70312,0.47205,0.03125,0.11979,0.15493,0.12053,0.29359,0.62319,0.08003,0.04665,0.24255,0.41051
friction_contact_shift,active_probe_then_plan,3,192,0.70312,0.46328,0.05208,0.07292,0.25806,0.11991,0.29110,0.53846,0.07701,0.05976,0.24173,0.45550
friction_contact_shift,active_probe_then_plan,4,192,0.67188,0.57286,0.03125,0.08854,0.33871,0.11723,0.28881,0.61644,0.07909,0.04781,0.24038,0.41944
friction_contact_shift,active_probe_then_plan,5,192,0.65625,0.56322,0.04688,0.11979,0.23529,0.11909,0.28403,0.57895,0.07472,0.05920,0.23576,0.35534
friction_contact_shift,active_probe_then_plan,6,192,0.66146,0.55435,0.03646,0.11979,0.29231,0.11794,0.28646,0.67692,0.07670,0.05165,0.23826,0.36732
friction_contact_shift,active_probe_then_plan,7,192,0.67708,0.53886,0.02083,0.10417,0.29167,0.11764,0.28404,0.66197,0.08045,0.04201,0.23830,0.41332
friction_contact_shift,active_probe_then_plan,8,192,0.69271,0.50292,0.02604,0.14062,0.23729,0.11917,0.28551,0.62295,0.07211,0.05139,0.24089,0.37906
friction_contact_shift,active_probe_then_plan,9,192,0.64583,0.55385,0.06771,0.14583,0.26984,0.11793,0.29425,0.56716,0.07951,0.07592,0.24485,0.29108
friction_contact_shift,bayesian_model_expansion,0,192,0.64062,0.47500,0.08854,0.10938,0.19608,0.17712,0.39150,0.50000,0.05630,0.08733,0.25443,0.29713
friction_contact_shift,bayesian_model_expansion,1,192,0.59896,0.53714,0.08854,0.11979,0.28070,0.17421,0.38488,0.54545,0.05911,0.08932,0.24995,0.24250
friction_contact_shift,bayesian_model_expansion,2,192,0.64583,0.44444,0.10417,0.10417,0.15789,0.17925,0.38926,0.75000,0.05755,0.09340,0.25308,0.29931
friction_contact_shift,bayesian_model_expansion,3,192,0.59375,0.49697,0.08333,0.09896,0.16667,0.17544,0.38889,0.62500,0.06057,0.08317,0.25811,0.26685
friction_contact_shift,bayesian_model_expansion,4,192,0.59896,0.51309,0.12500,0.11458,0.30882,0.17516,0.39347,0.71429,0.06499,0.11026,0.25588,0.21889
friction_contact_shift,bayesian_model_expansion,5,192,0.58333,0.58537,0.13021,0.12500,0.19608,0.18027,0.38643,0.62500,0.05775,0.11368,0.25527,0.19065
friction_contact_shift,bayesian_model_expansion,6,192,0.66667,0.53631,0.11458,0.07812,0.25926,0.17765,0.38839,0.57143,0.05979,0.10127,0.25351,0.34400
friction_contact_shift,bayesian_model_expansion,7,192,0.67708,0.51337,0.08333,0.10417,0.38182,0.17326,0.38586,0.63636,0.06322,0.08108,0.24918,0.34462
friction_contact_shift,bayesian_model_expansion,8,192,0.61458,0.43137,0.09375,0.09896,0.12500,0.17904,0.39448,0.60870,0.05718,0.09018,0.25585,0.27936
friction_contact_shift,bayesian_model_expansion,9,192,0.61458,0.45902,0.07812,0.11458,0.16667,0.17663,0.39817,0.61111,0.05546,0.08956,0.26165,0.26666
friction_contact_shift,conformal_risk_gate,0,192,0.35417,0.24762,0.44271,0.04167,0.16667,0.33444,0.72476,0.00000,0.05849,0.31207,0.32496,-0.25922
friction_contact_shift,conformal_risk_gate,1,192,0.38542,0.25862,0.42708,0.06771,0.00000,0.33403,0.73145,0.00000,0.05818,0.30834,0.32641,-0.25358
friction_contact_shift,conformal_risk_gate,2,192,0.33854,0.22917,0.48438,0.05208,0.00000,0.33964,0.73129,0.00000,0.06120,0.33503,0.32300,-0.31964
friction_contact_shift,conformal_risk_gate,3,192,0.38542,0.21154,0.48438,0.03125,0.00000,0.33664,0.73496,0.00000,0.06073,0.33641,0.32523,-0.24822
friction_contact_shift,conformal_risk_gate,4,192,0.36458,0.32308,0.46354,0.03646,0.33333,0.33300,0.73382,0.20000,0.06250,0.32809,0.33096,-0.26269
friction_contact_shift,conformal_risk_gate,5,192,0.39583,0.24528,0.43750,0.04167,0.33333,0.33350,0.72122,0.00000,0.05808,0.30753,0.32096,-0.21204
friction_contact_shift,conformal_risk_gate,6,192,0.35417,0.26786,0.47396,0.04167,0.00000,0.33684,0.72949,0.00000,0.06084,0.33266,0.32736,-0.28462
friction_contact_shift,conformal_risk_gate,7,192,0.42708,0.25424,0.43229,0.03646,0.33333,0.33315,0.73323,1.00000,0.05719,0.30814,0.32771,-0.17529
friction_contact_shift,conformal_risk_gate,8,192,0.41667,0.28283,0.41667,0.02604,0.50000,0.33405,0.72128,1.00000,0.05563,0.29339,0.32246,-0.15517
friction_contact_shift,conformal_risk_gate,9,192,0.33854,0.19355,0.51042,0.03125,0.25000,0.33861,0.74487,0.00000,0.06375,0.35662,0.33272,-0.31965
friction_contact_shift,ensemble_variance_gate,0,192,0.58854,0.25600,0.20833,0.04167,0.25000,0.29405,0.56680,0.14286,0.04430,0.17372,0.32082,0.19165
friction_contact_shift,ensemble_variance_gate,1,192,0.53646,0.29008,0.24479,0.05208,0.22222,0.29489,0.56887,0.33333,0.04581,0.19949,0.32394,0.09748
friction_contact_shift,ensemble_variance_gate,2,192,0.52604,0.38519,0.20312,0.07292,0.21429,0.29268,0.55252,0.42857,0.04451,0.17166,0.31660,0.09730
friction_contact_shift,ensemble_variance_gate,3,192,0.50521,0.30000,0.21354,0.07812,0.25000,0.29277,0.56578,0.00000,0.04112,0.18520,0.32115,0.05654
friction_contact_shift,ensemble_variance_gate,4,192,0.45833,0.39416,0.25000,0.10417,0.40000,0.29339,0.57277,0.66667,0.04654,0.21289,0.32739,-0.05545
friction_contact_shift,ensemble_variance_gate,5,192,0.39062,0.36641,0.36458,0.13542,0.06250,0.30281,0.57245,0.00000,0.05570,0.27847,0.32590,-0.24613
friction_contact_shift,ensemble_variance_gate,6,192,0.52604,0.31250,0.25000,0.07812,0.41667,0.29544,0.56865,0.20000,0.04904,0.20473,0.32379,0.04885
friction_contact_shift,ensemble_variance_gate,7,192,0.53125,0.39130,0.21354,0.06771,0.14286,0.29399,0.56721,0.00000,0.04268,0.18516,0.32473,0.09472
friction_contact_shift,ensemble_variance_gate,8,192,0.45833,0.32258,0.22396,0.13542,0.16667,0.29598,0.56036,0.53846,0.04836,0.19226,0.32075,-0.07061
friction_contact_shift,ensemble_variance_gate,9,192,0.45312,0.44000,0.23958,0.11458,0.42857,0.29286,0.56618,0.00000,0.04383,0.20816,0.32600,-0.06415
friction_contact_shift,epistemic_ensemble_planner,0,192,0.59375,0.44444,0.13021,0.10417,0.21053,0.23552,0.48497,0.44444,0.04297,0.12199,0.28757,0.20051
friction_contact_shift,epistemic_ensemble_planner,1,192,0.61458,0.39161,0.11458,0.09896,0.19048,0.23542,0.49282,0.63636,0.04329,0.11407,0.29329,0.23615
friction_contact_shift,epistemic_ensemble_planner,2,192,0.53125,0.28346,0.10938,0.12500,0.27273,0.23779,0.48859,0.44444,0.04224,0.10956,0.28803,0.12616
friction_contact_shift,epistemic_ensemble_planner,3,192,0.58333,0.43056,0.11458,0.09896,0.06667,0.23434,0.48637,0.16667,0.03907,0.11517,0.29139,0.20756
friction_contact_shift,epistemic_ensemble_planner,4,192,0.57812,0.50000,0.13542,0.08333,0.14815,0.23448,0.49102,0.66667,0.04730,0.12764,0.29843,0.20296
friction_contact_shift,epistemic_ensemble_planner,5,192,0.60417,0.38571,0.11458,0.09896,0.24000,0.23653,0.48505,0.50000,0.04219,0.11090,0.28750,0.22969
friction_contact_shift,epistemic_ensemble_planner,6,192,0.60417,0.38889,0.07812,0.08854,0.10000,0.23476,0.48897,0.44444,0.03912,0.09338,0.29323,0.26688
friction_contact_shift,epistemic_ensemble_planner,7,192,0.56250,0.41290,0.13542,0.11458,0.18750,0.23501,0.49477,0.60000,0.04292,0.12911,0.29352,0.14796
friction_contact_shift,epistemic_ensemble_planner,8,192,0.58854,0.33577,0.13542,0.09896,0.11111,0.23936,0.49180,0.50000,0.04355,0.12405,0.29152,0.19644
friction_contact_shift,epistemic_ensemble_planner,9,192,0.59896,0.56322,0.10938,0.10938,0.45455,0.23099,0.47987,0.83333,0.04084,0.11400,0.28639,0.21429
friction_contact_shift,mc_dropout_uncertainty,0,192,0.51562,0.35000,0.19271,0.09375,0.33333,0.37827,0.65069,0.50000,0.04164,0.17767,0.35867,0.03625
friction_contact_shift,mc_dropout_uncertainty,1,192,0.52083,0.39098,0.23438,0.07292,0.42857,0.37975,0.65227,0.42857,0.04482,0.20069,0.35745,0.03693
friction_contact_shift,mc_dropout_uncertainty,2,192,0.43229,0.35772,0.23958,0.10417,0.25000,0.38373,0.64837,0.25000,0.04602,0.20268,0.35452,-0.09321
friction_contact_shift,mc_dropout_uncertainty,3,192,0.51562,0.24590,0.21875,0.05729,0.10000,0.37980,0.65965,0.40000,0.04357,0.19156,0.36197,0.06073
friction_contact_shift,mc_dropout_uncertainty,4,192,0.43750,0.40000,0.25521,0.09375,0.33333,0.37760,0.66161,0.20000,0.04524,0.22127,0.36629,-0.09383
friction_contact_shift,mc_dropout_uncertainty,5,192,0.52083,0.36800,0.23438,0.08854,0.28571,0.38225,0.64856,0.00000,0.04341,0.20128,0.35728,0.01862
friction_contact_shift,mc_dropout_uncertainty,6,192,0.59375,0.29921,0.15625,0.11458,0.10000,0.37581,0.65398,0.50000,0.03904,0.16206,0.36199,0.11168
friction_contact_shift,mc_dropout_uncertainty,7,192,0.52604,0.32836,0.20833,0.09375,0.25000,0.37931,0.65856,0.42857,0.04305,0.19028,0.36226,0.03130
friction_contact_shift,mc_dropout_uncertainty,8,192,0.47917,0.45669,0.18750,0.12500,0.33333,0.37749,0.64180,0.00000,0.04122,0.17664,0.35448,-0.03384
