split,method,seed,rows,task_success,hidden_mechanism_f1,false_abstention,unsafe_action,repair_precision,calibration_error,bloat_index,probe_efficiency,intervention_cost,oracle_regret,deployment_risk,robust_utility
actuator_saturation_shift,conformal_risk_gate,0,192,0.40104,0.28571,0.45833,0.02604,0.25000,0.33588,0.73383,0.00000,0.05959,0.32137,0.32349,-0.20691
actuator_saturation_shift,conformal_risk_gate,1,192,0.35417,0.22222,0.45833,0.01042,0.00000,0.33613,0.73051,0.00000,0.05943,0.31882,0.32487,-0.23213
actuator_saturation_shift,conformal_risk_gate,2,192,0.39583,0.20370,0.45312,0.03646,0.25000,0.33571,0.73877,1.00000,0.05917,0.32045,0.32623,-0.22364
actuator_saturation_shift,conformal_risk_gate,3,192,0.38021,0.26316,0.43750,0.05208,0.00000,0.33529,0.73633,0.00000,0.05854,0.31503,0.32879,-0.24844
actuator_saturation_shift,conformal_risk_gate,4,192,0.40625,0.23140,0.42188,0.04167,0.33333,0.33091,0.74430,0.00000,0.05589,0.30988,0.33440,-0.20141
actuator_saturation_shift,conformal_risk_gate,5,192,0.42708,0.27273,0.39583,0.03125,0.25000,0.33061,0.72594,1.00000,0.05552,0.28435,0.32337,-0.13909
actuator_saturation_shift,conformal_risk_gate,6,192,0.44792,0.26891,0.41667,0.03125,0.28571,0.33242,0.73062,0.00000,0.05813,0.29802,0.32774,-0.13593
actuator_saturation_shift,conformal_risk_gate,7,192,0.42708,0.36923,0.40104,0.04688,0.20000,0.33188,0.73389,0.00000,0.05578,0.29729,0.33184,-0.16910
actuator_saturation_shift,conformal_risk_gate,8,192,0.39583,0.32558,0.37500,0.04167,0.00000,0.32996,0.73667,0.00000,0.05183,0.28338,0.33199,-0.17538
actuator_saturation_shift,conformal_risk_gate,9,192,0.39062,0.24390,0.38021,0.04167,0.25000,0.32806,0.73997,0.00000,0.05380,0.28367,0.33200,-0.18462
actuator_saturation_shift,ensemble_variance_gate,0,192,0.49479,0.38298,0.21875,0.06771,0.16667,0.29485,0.56684,0.20000,0.04419,0.18746,0.32315,0.05450
actuator_saturation_shift,ensemble_variance_gate,1,192,0.47917,0.39062,0.20312,0.08333,0.23077,0.29306,0.56089,0.50000,0.04372,0.17676,0.31887,0.03301
actuator_saturation_shift,ensemble_variance_gate,2,192,0.51562,0.34848,0.22396,0.11458,0.25000,0.29353,0.56811,0.37500,0.04602,0.19462,0.32215,0.01024
actuator_saturation_shift,ensemble_variance_gate,3,192,0.51562,0.34109,0.23958,0.10417,0.00000,0.29518,0.57243,0.30000,0.04664,0.20357,0.32722,0.01079
actuator_saturation_shift,ensemble_variance_gate,4,192,0.47396,0.30986,0.21875,0.08333,0.08333,0.29192,0.58097,0.00000,0.04419,0.19720,0.33330,0.00580
actuator_saturation_shift,ensemble_variance_gate,5,192,0.53646,0.35200,0.20312,0.08333,0.25000,0.29464,0.56357,0.44444,0.04357,0.17853,0.32067,0.08880
actuator_saturation_shift,ensemble_variance_gate,6,192,0.47917,0.36090,0.24479,0.08333,0.25000,0.29360,0.57121,0.50000,0.04487,0.20580,0.32343,-0.00206
actuator_saturation_shift,ensemble_variance_gate,7,192,0.56771,0.37584,0.21875,0.06250,0.27778,0.29255,0.57545,0.33333,0.04794,0.19017,0.33116,0.12910
actuator_saturation_shift,ensemble_variance_gate,8,192,0.48958,0.37333,0.23958,0.09375,0.27273,0.29264,0.58003,0.25000,0.04508,0.20962,0.33212,-0.00658
actuator_saturation_shift,ensemble_variance_gate,9,192,0.55208,0.35762,0.21875,0.10417,0.22222,0.29255,0.57612,0.50000,0.04279,0.19716,0.33032,0.05971
actuator_saturation_shift,epistemic_ensemble_planner,0,192,0.59896,0.36496,0.08854,0.11979,0.19048,0.23437,0.49395,0.66667,0.03745,0.10404,0.29162,0.21227
actuator_saturation_shift,epistemic_ensemble_planner,1,192,0.59375,0.29197,0.13542,0.06250,0.15385,0.24027,0.49849,0.38462,0.04339,0.12190,0.29444,0.24637
actuator_saturation_shift,epistemic_ensemble_planner,2,192,0.59375,0.40278,0.09375,0.14062,0.21739,0.23428,0.49037,0.37500,0.04084,0.10893,0.29133,0.17639
actuator_saturation_shift,epistemic_ensemble_planner,3,192,0.67708,0.41333,0.05208,0.10938,0.10000,0.23053,0.49203,0.42857,0.03610,0.08247,0.29454,0.33050
actuator_saturation_shift,epistemic_ensemble_planner,4,192,0.60938,0.44848,0.10938,0.10938,0.27778,0.23332,0.50103,0.60000,0.04146,0.11986,0.29949,0.21594
actuator_saturation_shift,epistemic_ensemble_planner,5,192,0.55729,0.42254,0.12500,0.11979,0.22222,0.23699,0.49123,0.36364,0.04318,0.12348,0.29155,0.14437
actuator_saturation_shift,epistemic_ensemble_planner,6,192,0.61458,0.45752,0.06250,0.10417,0.35294,0.23327,0.48624,0.54545,0.03787,0.08547,0.28933,0.26952
actuator_saturation_shift,epistemic_ensemble_planner,7,192,0.63542,0.42500,0.11979,0.10417,0.28571,0.23565,0.49891,0.50000,0.04323,0.12335,0.29640,0.24227
actuator_saturation_shift,epistemic_ensemble_planner,8,192,0.55729,0.44444,0.13021,0.07812,0.32000,0.23324,0.49559,0.50000,0.04344,0.12700,0.29644,0.19123
actuator_saturation_shift,epistemic_ensemble_planner,9,192,0.52604,0.41060,0.18750,0.12500,0.33333,0.24051,0.50311,0.54545,0.04818,0.16547,0.29703,0.05467
actuator_saturation_shift,mc_dropout_uncertainty,0,192,0.47396,0.38168,0.21875,0.12500,0.23529,0.37974,0.65352,0.18182,0.04857,0.19711,0.36056,-0.06796
actuator_saturation_shift,mc_dropout_uncertainty,1,192,0.47396,0.22807,0.26042,0.09375,0.12500,0.38499,0.66406,0.40000,0.04628,0.21983,0.36200,-0.06009
actuator_saturation_shift,mc_dropout_uncertainty,2,192,0.50521,0.35484,0.22917,0.07292,0.30000,0.38151,0.65841,0.66667,0.04346,0.19944,0.36088,0.02292
actuator_saturation_shift,mc_dropout_uncertainty,3,192,0.51042,0.38168,0.18229,0.11458,0.16667,0.37788,0.65748,0.20000,0.04128,0.17843,0.36198,0.00756
actuator_saturation_shift,mc_dropout_uncertainty,4,192,0.46875,0.37681,0.22396,0.10938,0.40000,0.37965,0.66627,1.00000,0.04149,0.20791,0.36830,-0.06214
actuator_saturation_shift,mc_dropout_uncertainty,5,192,0.50521,0.32000,0.17188,0.14062,0.16667,0.37674,0.65782,0.80000,0.03857,0.17396,0.36170,-0.02273
actuator_saturation_shift,mc_dropout_uncertainty,6,192,0.50000,0.27941,0.19271,0.12500,0.09091,0.37841,0.66315,0.50000,0.04227,0.18648,0.36342,-0.02609
actuator_saturation_shift,mc_dropout_uncertainty,7,192,0.51562,0.35294,0.21354,0.06771,0.27273,0.37982,0.66640,0.40000,0.04346,0.19607,0.36703,0.04617
actuator_saturation_shift,mc_dropout_uncertainty,8,192,0.43750,0.42105,0.26562,0.13542,0.36364,0.38020,0.66624,0.60000,0.04763,0.23495,0.36779,-0.15882
actuator_saturation_shift,mc_dropout_uncertainty,9,192,0.45833,0.25564,0.17188,0.16146,0.09091,0.37479,0.66713,0.00000,0.03919,0.18447,0.36723,-0.10318
actuator_saturation_shift,mean_world_model_mpc,0,192,0.65104,0.15385,0.01562,0.15104,0.00000,0.13428,0.28400,0.50000,0.02250,0.07915,0.25356,0.33287
actuator_saturation_shift,mean_world_model_mpc,1,192,0.53646,0.09639,0.05729,0.20312,1.00000,0.13505,0.28548,0.25000,0.02677,0.10773,0.25246,0.11979
actuator_saturation_shift,mean_world_model_mpc,2,192,0.57292,0.11111,0.06250,0.16146,0.00000,0.13636,0.29008,0.00000,0.02531,0.10916,0.25671,0.20452
actuator_saturation_shift,mean_world_model_mpc,3,192,0.65104,0.14894,0.03125,0.15625,0.00000,0.13505,0.29142,0.00000,0.02375,0.09070,0.25814,0.31165
actuator_saturation_shift,mean_world_model_mpc,4,192,0.56771,0.11429,0.04167,0.17708,0.00000,0.13480,0.29857,0.33333,0.02505,0.10370,0.26318,0.18932
actuator_saturation_shift,mean_world_model_mpc,5,192,0.61458,0.07059,0.06771,0.10938,0.00000,0.13715,0.28979,0.00000,0.02698,0.10463,0.25558,0.31054
actuator_saturation_shift,mean_world_model_mpc,6,192,0.61458,0.14433,0.05729,0.13542,1.00000,0.13611,0.29168,0.50000,0.02583,0.10282,0.25634,0.28333
actuator_saturation_shift,mean_world_model_mpc,7,192,0.57812,0.18182,0.04688,0.13021,0.00000,0.13667,0.29925,0.33333,0.02609,0.10145,0.26379,0.25648
actuator_saturation_shift,mean_world_model_mpc,8,192,0.60938,0.14545,0.03125,0.16667,0.00000,0.13336,0.30061,0.00000,0.02359,0.09811,0.26421,0.25111
actuator_saturation_shift,mean_world_model_mpc,9,192,0.59896,0.13462,0.04167,0.13021,1.00000,0.13354,0.29530,0.50000,0.02458,0.09703,0.25919,0.28323
actuator_saturation_shift,mechanics_gap_auditor_v5,0,192,0.66146,0.46067,0.01562,0.09375,0.15152,0.12240,0.31882,0.65517,0.06027,0.04023,0.23302,0.41058
actuator_saturation_shift,mechanics_gap_auditor_v5,1,192,0.69271,0.48352,0.05208,0.09375,0.20833,0.12355,0.31376,0.62162,0.06881,0.05833,0.22898,0.41596
actuator_saturation_shift,mechanics_gap_auditor_v5,2,192,0.69792,0.51087,0.07812,0.08333,0.26761,0.12389,0.31158,0.89286,0.06636,0.07597,0.22747,0.41593
actuator_saturation_shift,mechanics_gap_auditor_v5,3,192,0.67708,0.56667,0.07292,0.14062,0.23333,0.12315,0.32005,0.74359,0.06766,0.07542,0.23113,0.32328
actuator_saturation_shift,mechanics_gap_auditor_v5,4,192,0.67188,0.58824,0.07812,0.11458,0.27397,0.12336,0.31814,0.53846,0.07214,0.08182,0.23396,0.34450
actuator_saturation_shift,mechanics_gap_auditor_v5,5,192,0.68229,0.46784,0.06771,0.06771,0.28571,0.12350,0.31618,0.62162,0.06506,0.06332,0.22801,0.42935
actuator_saturation_shift,mechanics_gap_auditor_v5,6,192,0.70833,0.60606,0.07812,0.08333,0.30120,0.12342,0.30721,0.60465,0.07714,0.07206,0.22665,0.42588
actuator_saturation_shift,mechanics_gap_auditor_v5,7,192,0.63542,0.57282,0.08333,0.12500,0.21739,0.12081,0.32153,0.73333,0.06709,0.09076,0.23666,0.28933
actuator_saturation_shift,mechanics_gap_auditor_v5,8,192,0.67708,0.58182,0.03125,0.10938,0.33803,0.11686,0.30790,0.76923,0.06777,0.05224,0.22735,0.39490
actuator_saturation_shift,mechanics_gap_auditor_v5,9,192,0.74479,0.54822,0.03646,0.04167,0.31325,0.12039,0.31227,0.71053,0.07147,0.04674,0.22828,0.54496
actuator_saturation_shift,oracle_full_state_policy,0,192,0.80729,0.61417,0.02083,0.06771,0.31792,0.05449,0.06158,1.00000,0.08975,0.02573,0.12066,0.65574
actuator_saturation_shift,oracle_full_state_policy,1,192,0.79167,0.59144,0.03125,0.04688,0.31953,0.05540,0.06301,1.00000,0.08699,0.02849,0.11660,0.66071
actuator_saturation_shift,oracle_full_state_policy,2,192,0.74479,0.61993,0.03646,0.06771,0.29940,0.05688,0.06705,1.00000,0.08725,0.03369,0.12164,0.58190
actuator_saturation_shift,oracle_full_state_policy,3,192,0.80208,0.63433,0.03125,0.04688,0.34884,0.05571,0.06151,1.00000,0.08699,0.02825,0.11775,0.67165
actuator_saturation_shift,oracle_full_state_policy,4,192,0.80729,0.68100,0.03646,0.01042,0.39655,0.05863,0.06036,1.00000,0.08850,0.02807,0.11954,0.72001
actuator_saturation_shift,oracle_full_state_policy,5,192,0.81250,0.61069,0.05729,0.02083,0.32335,0.05596,0.06793,1.00000,0.08892,0.04044,0.11921,0.69500
actuator_saturation_shift,oracle_full_state_policy,6,192,0.80729,0.65185,0.02604,0.04688,0.34659,0.05349,0.05944,1.00000,0.08876,0.02506,0.11727,0.68066
actuator_saturation_shift,oracle_full_state_policy,7,192,0.72917,0.68794,0.03646,0.06250,0.38372,0.05768,0.05812,1.00000,0.08975,0.03376,0.11936,0.57445
actuator_saturation_shift,oracle_full_state_policy,8,192,0.85938,0.70000,0.02083,0.05208,0.42458,0.05733,0.05905,1.00000,0.08975,0.02253,0.11501,0.72950
actuator_saturation_shift,oracle_full_state_policy,9,192,0.79688,0.66182,0.03125,0.05208,0.38953,0.05738,0.05871,1.00000,0.08840,0.02892,0.11651,0.65997
actuator_saturation_shift,oracle_mechanics_repair,0,192,0.73958,0.57377,0.02604,0.06771,0.37013,0.07978,0.10837,1.00000,0.09321,0.02982,0.14723,0.56964
actuator_saturation_shift,oracle_mechanics_repair,1,192,0.80208,0.54393,0.04167,0.05729,0.32432,0.07799,0.11696,1.00000,0.09306,0.03821,0.15076,0.63200
actuator_saturation_shift,oracle_mechanics_repair,2,192,0.77604,0.60729,0.03646,0.08333,0.32026,0.07783,0.11190,1.00000,0.09045,0.03925,0.15021,0.57753
actuator_saturation_shift,oracle_mechanics_repair,3,192,0.74479,0.58400,0.04167,0.07292,0.35616,0.07937,0.11289,1.00000,0.09243,0.03924,0.14720,0.55605
actuator_saturation_shift,oracle_mechanics_repair,4,192,0.79167,0.67681,0.04688,0.05208,0.40845,0.07968,0.10633,0.96154,0.08691,0.04446,0.14773,0.62788
actuator_saturation_shift,oracle_mechanics_repair,5,192,0.77083,0.61355,0.01042,0.07812,0.34228,0.07855,0.10438,0.96154,0.08618,0.02212,0.14756,0.60173
actuator_saturation_shift,oracle_mechanics_repair,6,192,0.78125,0.61728,0.03646,0.06771,0.31724,0.07967,0.12008,0.96296,0.08749,0.03914,0.15428,0.60098
actuator_saturation_shift,oracle_mechanics_repair,7,192,0.76042,0.64394,0.03125,0.05729,0.42953,0.08189,0.10736,0.93939,0.09113,0.03234,0.14453,0.60096
actuator_saturation_shift,oracle_mechanics_repair,8,192,0.80208,0.67424,0.03646,0.07292,0.43046,0.08035,0.10425,1.00000,0.08749,0.03907,0.14629,0.61976
actuator_saturation_shift,oracle_mechanics_repair,9,192,0.71354,0.68750,0.04167,0.07812,0.37681,0.07935,0.10728,1.00000,0.08431,0.04472,0.14968,0.52000
actuator_saturation_shift,residual_dynamics_repair,0,192,0.64062,0.39490,0.07812,0.11458,0.14815,0.16525,0.38546,0.50000,0.05359,0.08492,0.26096,0.29895
actuator_saturation_shift,residual_dynamics_repair,1,192,0.58854,0.36364,0.05729,0.12500,0.13158,0.16292,0.38095,0.35294,0.06020,0.07289,0.26073,0.24778
actuator_saturation_shift,residual_dynamics_repair,2,192,0.68750,0.41667,0.04167,0.07812,0.16129,0.16347,0.38357,0.47619,0.05645,0.06004,0.26048,0.41861
actuator_saturation_shift,residual_dynamics_repair,3,192,0.62500,0.35616,0.08854,0.13542,0.14286,0.16418,0.38999,0.47059,0.05645,0.09468,0.26358,0.24602
actuator_saturation_shift,residual_dynamics_repair,4,192,0.66146,0.45614,0.08333,0.10417,0.23288,0.16245,0.38826,0.56250,0.06088,0.08817,0.26380,0.32588
actuator_saturation_shift,residual_dynamics_repair,5,192,0.66146,0.46250,0.04688,0.10938,0.25714,0.16172,0.36980,0.55556,0.05796,0.06349,0.24910,0.35299
actuator_saturation_shift,residual_dynamics_repair,6,192,0.68229,0.49697,0.05729,0.10938,0.17391,0.16147,0.37643,0.46154,0.05614,0.07269,0.25837,0.36372
actuator_saturation_shift,residual_dynamics_repair,7,192,0.60417,0.42353,0.04167,0.15104,0.22034,0.16025,0.38608,0.55000,0.05505,0.07165,0.26165,0.23865
actuator_saturation_shift,residual_dynamics_repair,8,192,0.64583,0.43529,0.08333,0.12500,0.22642,0.16351,0.39224,0.36842,0.05604,0.09603,0.26701,0.28111
actuator_saturation_shift,residual_dynamics_repair,9,192,0.63542,0.42038,0.08333,0.14583,0.35714,0.16281,0.38283,0.43750,0.05557,0.09416,0.25529,0.24828
actuator_saturation_shift,robust_mpc_fallback,0,192,0.70833,0.17391,0.03125,0.02604,0.50000,0.23689,0.47334,0.00000,0.03262,0.03700,0.21847,0.50210
actuator_saturation_shift,robust_mpc_fallback,1,192,0.72396,0.09639,0.04167,0.02083,0.50000,0.24031,0.47346,0.00000,0.03283,0.04143,0.21899,0.51745
actuator_saturation_shift,robust_mpc_fallback,2,192,0.78125,0.16495,0.01562,0.02604,0.25000,0.23559,0.47500,0.33333,0.03231,0.02807,0.21620,0.58570
actuator_saturation_shift,robust_mpc_fallback,3,192,0.70833,0.18182,0.03646,0.04688,0.00000,0.23965,0.47721,0.33333,0.03397,0.04293,0.22054,0.46952
actuator_saturation_shift,robust_mpc_fallback,4,192,0.70312,0.24561,0.05208,0.02083,0.00000,0.23901,0.48491,0.00000,0.03413,0.05212,0.22392,0.48350
actuator_saturation_shift,robust_mpc_fallback,5,192,0.74479,0.10870,0.02604,0.03646,0.00000,0.23564,0.47498,0.00000,0.03142,0.03425,0.21652,0.52904
actuator_saturation_shift,robust_mpc_fallback,6,192,0.77083,0.14141,0.03125,0.03125,0.00000,0.23833,0.48182,0.00000,0.03262,0.03764,0.21949,0.55542
actuator_saturation_shift,robust_mpc_fallback,7,192,0.71875,0.16364,0.02604,0.01562,0.00000,0.23689,0.48783,0.00000,0.03126,0.03651,0.22432,0.52447
actuator_saturation_shift,robust_mpc_fallback,8,192,0.70312,0.17699,0.06250,0.01562,0.33333,0.23774,0.49021,0.33333,0.03574,0.05631,0.22272,0.48143
actuator_saturation_shift,robust_mpc_fallback,9,192,0.70312,0.07921,0.02604,0.01562,0.50000,0.23623,0.48485,0.00000,0.03158,0.03569,0.22106,0.50995
actuator_saturation_shift,uncertainty_bloat_audit_v4,0,192,0.57812,0.42553,0.05729,0.20312,0.13953,0.18418,0.48615,0.41667,0.04605,0.09436,0.30326,0.10512
actuator_saturation_shift,uncertainty_bloat_audit_v4,1,192,0.64062,0.40000,0.08854,0.11458,0.26316,0.18586,0.48810,0.40000,0.04839,0.09833,0.29912,0.26115
actuator_saturation_shift,uncertainty_bloat_audit_v4,2,192,0.59896,0.43836,0.04688,0.11979,0.27778,0.18138,0.48429,0.50000,0.04396,0.07738,0.29852,0.24363
actuator_saturation_shift,uncertainty_bloat_audit_v4,3,192,0.57292,0.40000,0.07292,0.12500,0.20455,0.18232,0.48775,0.53333,0.04901,0.09489,0.30224,0.18890
actuator_saturation_shift,uncertainty_bloat_audit_v4,4,192,0.60417,0.45000,0.04688,0.14062,0.22500,0.17874,0.49241,0.30000,0.04803,0.08517,0.30664,0.21572
actuator_saturation_shift,uncertainty_bloat_audit_v4,5,192,0.58854,0.54545,0.06250,0.11979,0.12500,0.18251,0.47992,0.43478,0.04818,0.08635,0.30210,0.22202
actuator_saturation_shift,uncertainty_bloat_audit_v4,6,192,0.60417,0.43137,0.06771,0.14583,0.26190,0.18198,0.48439,0.50000,0.04657,0.09486,0.29807,0.19819
actuator_saturation_shift,uncertainty_bloat_audit_v4,7,192,0.57812,0.39216,0.07812,0.15625,0.18919,0.18053,0.49808,0.26667,0.04724,0.10880,0.30878,0.14411
actuator_saturation_shift,uncertainty_bloat_audit_v4,8,192,0.59896,0.43038,0.05729,0.15104,0.31034,0.18108,0.49409,0.26316,0.04495,0.09564,0.30773,0.18861
actuator_saturation_shift,uncertainty_bloat_audit_v4,9,192,0.64062,0.39216,0.05729,0.09375,0.26316,0.18009,0.49311,0.37500,0.04636,0.08647,0.30692,0.30584
combined_missing_mechanics,active_probe_then_plan,0,192,0.57292,0.62128,0.04688,0.16146,0.43396,0.11188,0.32743,0.70000,0.07144,0.10458,0.27887,0.18840
combined_missing_mechanics,active_probe_then_plan,1,192,0.61979,0.62500,0.02083,0.17188,0.45833,0.11235,0.31076,0.58824,0.07904,0.07529,0.26635,0.24938
combined_missing_mechanics,active_probe_then_plan,2,192,0.57292,0.58095,0.06250,0.18229,0.43103,0.11290,0.33148,0.56716,0.07753,0.10735,0.27910,0.15100
combined_missing_mechanics,active_probe_then_plan,3,192,0.50000,0.57009,0.07812,0.23438,0.34483,0.11425,0.33597,0.50685,0.08159,0.12306,0.28247,-0.00369
combined_missing_mechanics,active_probe_then_plan,4,192,0.56771,0.58559,0.04167,0.18750,0.32143,0.11171,0.32388,0.56944,0.07758,0.09910,0.27680,0.15447
combined_missing_mechanics,active_probe_then_plan,5,192,0.61979,0.63348,0.04688,0.17188,0.38596,0.11167,0.31974,0.54667,0.07972,0.09349,0.27170,0.22674
combined_missing_mechanics,active_probe_then_plan,6,192,0.51562,0.60793,0.07812,0.20833,0.40323,0.11351,0.33135,0.57377,0.07722,0.12573,0.28171,0.04598
combined_missing_mechanics,active_probe_then_plan,7,192,0.54688,0.58559,0.03646,0.15104,0.48148,0.11314,0.32522,0.59375,0.07279,0.09313,0.27777,0.18540
combined_missing_mechanics,active_probe_then_plan,8,192,0.58333,0.65812,0.06250,0.11979,0.45763,0.11145,0.32252,0.57971,0.07878,0.10466,0.27593,0.24286
combined_missing_mechanics,active_probe_then_plan,9,192,0.57292,0.52683,0.04688,0.15625,0.47059,0.11167,0.33663,0.43939,0.07362,0.09990,0.28177,0.19374
combined_missing_mechanics,bayesian_model_expansion,0,192,0.48958,0.59292,0.15625,0.14583,0.30303,0.16522,0.44239,0.64286,0.05327,0.18119,0.30678,0.01453
combined_missing_mechanics,bayesian_model_expansion,1,192,0.51562,0.54976,0.11979,0.17708,0.41176,0.16465,0.42756,0.52941,0.05739,0.14829,0.28758,0.03555
combined_missing_mechanics,bayesian_model_expansion,2,192,0.54688,0.61321,0.14583,0.12500,0.34043,0.16608,0.42778,0.40000,0.06197,0.16222,0.29226,0.11239
combined_missing_mechanics,bayesian_model_expansion,3,192,0.56771,0.59048,0.10938,0.10938,0.48148,0.16318,0.42258,0.59259,0.06218,0.13260,0.28786,0.18388
combined_missing_mechanics,bayesian_model_expansion,4,192,0.54688,0.56311,0.15104,0.13021,0.34146,0.16699,0.43705,0.64286,0.05536,0.16550,0.29346,0.10158
combined_missing_mechanics,bayesian_model_expansion,5,192,0.50000,0.53465,0.17188,0.16146,0.36111,0.16819,0.43608,0.66667,0.06015,0.17702,0.29310,-0.00017
combined_missing_mechanics,bayesian_model_expansion,6,192,0.50000,0.53953,0.13021,0.15625,0.30909,0.16462,0.43792,0.50000,0.06088,0.16118,0.30064,0.03146
combined_missing_mechanics,bayesian_model_expansion,7,192,0.57292,0.62443,0.10417,0.10938,0.35593,0.16110,0.42259,0.70000,0.06005,0.13573,0.29067,0.19070
combined_missing_mechanics,bayesian_model_expansion,8,192,0.47396,0.57273,0.07812,0.19271,0.40741,0.16162,0.42275,0.61905,0.05687,0.12981,0.29269,0.00294
combined_missing_mechanics,bayesian_model_expansion,9,192,0.53125,0.57277,0.12500,0.12500,0.42373,0.16324,0.42548,0.65385,0.06452,0.14351,0.29266,0.11439
combined_missing_mechanics,conformal_risk_gate,0,192,0.29688,0.18065,0.44792,0.07292,0.33333,0.31994,0.79258,0.25000,0.05985,0.37629,0.37974,-0.40624
combined_missing_mechanics,conformal_risk_gate,1,192,0.30729,0.29530,0.47917,0.03125,0.66667,0.32600,0.77875,0.50000,0.06370,0.38158,0.37059,-0.35754
combined_missing_mechanics,conformal_risk_gate,2,192,0.29167,0.25503,0.48958,0.04688,0.00000,0.32351,0.78424,0.33333,0.06271,0.39153,0.37322,-0.40308
combined_missing_mechanics,conformal_risk_gate,3,192,0.33333,0.24000,0.45312,0.03125,0.25000,0.32245,0.78551,0.00000,0.06005,0.37209,0.37369,-0.31624
combined_missing_mechanics,conformal_risk_gate,4,192,0.33333,0.30667,0.46354,0.05208,0.25000,0.32368,0.77658,0.00000,0.05953,0.37409,0.36852,-0.34520
combined_missing_mechanics,conformal_risk_gate,5,192,0.35938,0.28966,0.36458,0.08854,0.16667,0.31694,0.76409,0.33333,0.05547,0.31972,0.36267,-0.29094
combined_missing_mechanics,conformal_risk_gate,6,192,0.32812,0.23077,0.40625,0.09896,0.00000,0.31720,0.78549,0.00000,0.05677,0.35664,0.37481,-0.37698
combined_missing_mechanics,conformal_risk_gate,7,192,0.28125,0.22667,0.41146,0.08854,0.00000,0.31858,0.78211,0.00000,0.05578,0.35583,0.37568,-0.41155
combined_missing_mechanics,conformal_risk_gate,8,192,0.33333,0.33129,0.46875,0.06250,0.00000,0.31806,0.78228,0.50000,0.06172,0.39106,0.37529,-0.37050
