split,risk_budget,method,seed,rows,coverage,accepted_success,accepted_false_abstention,accepted_unsafe_action,accepted_bloat_index,accepted_utility,mean_risk
combined_missing_mechanics,0.05,conformal_risk_gate,3,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.37557
combined_missing_mechanics,0.05,conformal_risk_gate,4,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.38500
combined_missing_mechanics,0.05,conformal_risk_gate,5,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.37819
combined_missing_mechanics,0.05,conformal_risk_gate,6,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.37317
combined_missing_mechanics,0.05,conformal_risk_gate,7,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.37460
combined_missing_mechanics,0.05,conformal_risk_gate,8,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.37802
combined_missing_mechanics,0.05,conformal_risk_gate,9,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.36349
combined_missing_mechanics,0.05,ensemble_variance_gate,0,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.36464
combined_missing_mechanics,0.05,ensemble_variance_gate,1,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.35903
combined_missing_mechanics,0.05,ensemble_variance_gate,2,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.35687
combined_missing_mechanics,0.05,ensemble_variance_gate,3,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.36749
combined_missing_mechanics,0.05,ensemble_variance_gate,4,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.38142
combined_missing_mechanics,0.05,ensemble_variance_gate,5,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.37074
combined_missing_mechanics,0.05,ensemble_variance_gate,6,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.36813
combined_missing_mechanics,0.05,ensemble_variance_gate,7,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.37830
combined_missing_mechanics,0.05,ensemble_variance_gate,8,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.37395
combined_missing_mechanics,0.05,ensemble_variance_gate,9,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.36156
combined_missing_mechanics,0.05,mechanics_gap_auditor_v5,0,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.26360
combined_missing_mechanics,0.05,mechanics_gap_auditor_v5,1,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.25891
combined_missing_mechanics,0.05,mechanics_gap_auditor_v5,2,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.25945
combined_missing_mechanics,0.05,mechanics_gap_auditor_v5,3,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.26549
combined_missing_mechanics,0.05,mechanics_gap_auditor_v5,4,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.27234
combined_missing_mechanics,0.05,mechanics_gap_auditor_v5,5,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.26647
combined_missing_mechanics,0.05,mechanics_gap_auditor_v5,6,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.25842
combined_missing_mechanics,0.05,mechanics_gap_auditor_v5,7,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.26228
combined_missing_mechanics,0.05,mechanics_gap_auditor_v5,8,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.26866
combined_missing_mechanics,0.05,mechanics_gap_auditor_v5,9,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.25615
combined_missing_mechanics,0.05,oracle_mechanics_repair,0,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.17004
combined_missing_mechanics,0.05,oracle_mechanics_repair,1,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.17974
combined_missing_mechanics,0.05,oracle_mechanics_repair,2,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.17368
combined_missing_mechanics,0.05,oracle_mechanics_repair,3,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.17505
combined_missing_mechanics,0.05,oracle_mechanics_repair,4,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.18331
combined_missing_mechanics,0.05,oracle_mechanics_repair,5,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.17702
combined_missing_mechanics,0.05,oracle_mechanics_repair,6,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.17256
combined_missing_mechanics,0.05,oracle_mechanics_repair,7,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.17248
combined_missing_mechanics,0.05,oracle_mechanics_repair,8,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.17346
combined_missing_mechanics,0.05,oracle_mechanics_repair,9,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.17648
combined_missing_mechanics,0.05,robust_mpc_fallback,0,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.25286
combined_missing_mechanics,0.05,robust_mpc_fallback,1,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.25217
combined_missing_mechanics,0.05,robust_mpc_fallback,2,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.24746
combined_missing_mechanics,0.05,robust_mpc_fallback,3,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.25965
combined_missing_mechanics,0.05,robust_mpc_fallback,4,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.26282
combined_missing_mechanics,0.05,robust_mpc_fallback,5,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.26114
combined_missing_mechanics,0.05,robust_mpc_fallback,6,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.25379
combined_missing_mechanics,0.05,robust_mpc_fallback,7,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.25720
combined_missing_mechanics,0.05,robust_mpc_fallback,8,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.26038
combined_missing_mechanics,0.05,robust_mpc_fallback,9,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.25411
combined_missing_mechanics,0.10,active_probe_then_plan,0,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.26997
combined_missing_mechanics,0.10,active_probe_then_plan,1,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.28184
combined_missing_mechanics,0.10,active_probe_then_plan,2,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.27515
combined_missing_mechanics,0.10,active_probe_then_plan,3,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.27614
combined_missing_mechanics,0.10,active_probe_then_plan,4,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.29433
combined_missing_mechanics,0.10,active_probe_then_plan,5,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.28978
combined_missing_mechanics,0.10,active_probe_then_plan,6,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.27497
combined_missing_mechanics,0.10,active_probe_then_plan,7,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.27865
combined_missing_mechanics,0.10,active_probe_then_plan,8,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.28488
combined_missing_mechanics,0.10,active_probe_then_plan,9,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.27346
combined_missing_mechanics,0.10,conformal_risk_gate,0,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.36750
combined_missing_mechanics,0.10,conformal_risk_gate,1,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.36278
combined_missing_mechanics,0.10,conformal_risk_gate,2,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.36383
combined_missing_mechanics,0.10,conformal_risk_gate,3,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.37412
combined_missing_mechanics,0.10,conformal_risk_gate,4,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.38280
combined_missing_mechanics,0.10,conformal_risk_gate,5,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.37397
combined_missing_mechanics,0.10,conformal_risk_gate,6,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.36910
combined_missing_mechanics,0.10,conformal_risk_gate,7,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.37271
combined_missing_mechanics,0.10,conformal_risk_gate,8,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.37467
combined_missing_mechanics,0.10,conformal_risk_gate,9,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.36652
combined_missing_mechanics,0.10,ensemble_variance_gate,0,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.35909
combined_missing_mechanics,0.10,ensemble_variance_gate,1,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.36078
combined_missing_mechanics,0.10,ensemble_variance_gate,2,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.36007
combined_missing_mechanics,0.10,ensemble_variance_gate,3,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.37078
combined_missing_mechanics,0.10,ensemble_variance_gate,4,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.37546
combined_missing_mechanics,0.10,ensemble_variance_gate,5,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.37064
combined_missing_mechanics,0.10,ensemble_variance_gate,6,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.36898
combined_missing_mechanics,0.10,ensemble_variance_gate,7,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.37671
combined_missing_mechanics,0.10,ensemble_variance_gate,8,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.37568
combined_missing_mechanics,0.10,ensemble_variance_gate,9,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.36553
combined_missing_mechanics,0.10,mechanics_gap_auditor_v5,0,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.25401
combined_missing_mechanics,0.10,mechanics_gap_auditor_v5,1,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.25848
combined_missing_mechanics,0.10,mechanics_gap_auditor_v5,2,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.26380
combined_missing_mechanics,0.10,mechanics_gap_auditor_v5,3,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.26433
combined_missing_mechanics,0.10,mechanics_gap_auditor_v5,4,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.27766
combined_missing_mechanics,0.10,mechanics_gap_auditor_v5,5,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.27291
combined_missing_mechanics,0.10,mechanics_gap_auditor_v5,6,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.27594
combined_missing_mechanics,0.10,mechanics_gap_auditor_v5,7,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.26778
combined_missing_mechanics,0.10,mechanics_gap_auditor_v5,8,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.26899
combined_missing_mechanics,0.10,mechanics_gap_auditor_v5,9,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.26736
combined_missing_mechanics,0.10,oracle_mechanics_repair,0,144,0.14583,0.90476,0.00000,0.00000,0.01698,0.86407,0.16843
combined_missing_mechanics,0.10,oracle_mechanics_repair,1,144,0.16667,0.75000,0.00000,0.04167,0.01609,0.66170,0.15945
combined_missing_mechanics,0.10,oracle_mechanics_repair,2,144,0.11806,0.82353,0.00000,0.05882,0.01368,0.70999,0.17098
combined_missing_mechanics,0.10,oracle_mechanics_repair,3,144,0.13889,0.95000,0.00000,0.00000,0.01570,0.91357,0.17064
combined_missing_mechanics,0.10,oracle_mechanics_repair,4,144,0.16667,0.95833,0.00000,0.04167,0.02159,0.86889,0.17811
combined_missing_mechanics,0.10,oracle_mechanics_repair,5,144,0.18750,0.77778,0.00000,0.03704,0.02582,0.68801,0.16726
combined_missing_mechanics,0.10,oracle_mechanics_repair,6,144,0.11806,0.88235,0.00000,0.00000,0.01653,0.84493,0.16834
combined_missing_mechanics,0.10,oracle_mechanics_repair,7,144,0.13889,0.90000,0.00000,0.00000,0.01333,0.86567,0.17195
combined_missing_mechanics,0.10,oracle_mechanics_repair,8,144,0.16667,1.00000,0.00000,0.00000,0.01490,0.95731,0.16351
combined_missing_mechanics,0.10,oracle_mechanics_repair,9,144,0.18750,1.00000,0.00000,0.00000,0.01762,0.95775,0.16148
combined_missing_mechanics,0.10,robust_mpc_fallback,0,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.25179
combined_missing_mechanics,0.10,robust_mpc_fallback,1,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.25178
combined_missing_mechanics,0.10,robust_mpc_fallback,2,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.25213
combined_missing_mechanics,0.10,robust_mpc_fallback,3,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.25723
combined_missing_mechanics,0.10,robust_mpc_fallback,4,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.26031
combined_missing_mechanics,0.10,robust_mpc_fallback,5,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.26061
combined_missing_mechanics,0.10,robust_mpc_fallback,6,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.25521
combined_missing_mechanics,0.10,robust_mpc_fallback,7,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.26273
combined_missing_mechanics,0.10,robust_mpc_fallback,8,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.25855
combined_missing_mechanics,0.10,robust_mpc_fallback,9,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.25157
combined_missing_mechanics,0.20,active_probe_then_plan,0,144,0.11111,0.87500,0.00000,0.00000,0.21626,0.78165,0.27964
combined_missing_mechanics,0.20,active_probe_then_plan,1,144,0.14583,0.90476,0.00000,0.00000,0.20972,0.80935,0.27173
combined_missing_mechanics,0.20,active_probe_then_plan,2,144,0.13194,0.89474,0.00000,0.05263,0.20565,0.73654,0.26955
combined_missing_mechanics,0.20,active_probe_then_plan,3,144,0.13194,0.89474,0.00000,0.10526,0.20676,0.66384,0.28137
combined_missing_mechanics,0.20,active_probe_then_plan,4,144,0.10417,0.93333,0.00000,0.00000,0.19090,0.83951,0.28908
combined_missing_mechanics,0.20,active_probe_then_plan,5,144,0.14583,0.95238,0.00000,0.04762,0.19211,0.80282,0.28226
combined_missing_mechanics,0.20,active_probe_then_plan,6,144,0.12500,0.88889,0.00000,0.11111,0.22313,0.65026,0.27750
combined_missing_mechanics,0.20,active_probe_then_plan,7,144,0.11806,0.82353,0.00000,0.11765,0.19014,0.58484,0.28860
combined_missing_mechanics,0.20,active_probe_then_plan,8,144,0.13889,0.85000,0.00000,0.00000,0.20208,0.75681,0.28289
combined_missing_mechanics,0.20,active_probe_then_plan,9,144,0.09722,0.71429,0.00000,0.07143,0.17325,0.53810,0.27749
combined_missing_mechanics,0.20,conformal_risk_gate,0,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.37076
combined_missing_mechanics,0.20,conformal_risk_gate,1,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.36305
combined_missing_mechanics,0.20,conformal_risk_gate,2,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.36055
combined_missing_mechanics,0.20,conformal_risk_gate,3,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.37092
combined_missing_mechanics,0.20,conformal_risk_gate,4,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.38171
combined_missing_mechanics,0.20,conformal_risk_gate,5,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.38324
combined_missing_mechanics,0.20,conformal_risk_gate,6,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.37597
combined_missing_mechanics,0.20,conformal_risk_gate,7,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.37668
combined_missing_mechanics,0.20,conformal_risk_gate,8,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.38119
combined_missing_mechanics,0.20,conformal_risk_gate,9,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.36316
combined_missing_mechanics,0.20,ensemble_variance_gate,0,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.36296
combined_missing_mechanics,0.20,ensemble_variance_gate,1,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.36219
combined_missing_mechanics,0.20,ensemble_variance_gate,2,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.35258
combined_missing_mechanics,0.20,ensemble_variance_gate,3,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.36338
combined_missing_mechanics,0.20,ensemble_variance_gate,4,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.37816
combined_missing_mechanics,0.20,ensemble_variance_gate,5,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.37115
combined_missing_mechanics,0.20,ensemble_variance_gate,6,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.36621
combined_missing_mechanics,0.20,ensemble_variance_gate,7,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.37575
combined_missing_mechanics,0.20,ensemble_variance_gate,8,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.37144
combined_missing_mechanics,0.20,ensemble_variance_gate,9,144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.36190
combined_missing_mechanics,0.20,mechanics_gap_auditor_v5,0,144,0.11806,0.88235,0.00000,0.00000,0.23196,0.79253,0.26992
combined_missing_mechanics,0.20,mechanics_gap_auditor_v5,1,144,0.20833,0.70000,0.03333,0.13333,0.27119,0.40660,0.26167
