split,risk_budget,reference,metric,mean_diff,ci95_diff,lower95_diff,upper95_diff,seeds
missing_contact_mode_shift,0.02,ensemble_variance_gate,coverage,0.00000,0.00000,0.00000,0.00000,10
missing_contact_mode_shift,0.02,ensemble_variance_gate,accepted_success,0.00000,0.00000,0.00000,0.00000,10
missing_contact_mode_shift,0.02,ensemble_variance_gate,accepted_unsafe_action,0.00000,0.00000,0.00000,0.00000,10
missing_contact_mode_shift,0.02,ensemble_variance_gate,accepted_bloat_index,0.00000,0.00000,0.00000,0.00000,10
missing_contact_mode_shift,0.02,ensemble_variance_gate,accepted_utility,0.00000,0.00000,0.00000,0.00000,10
missing_contact_mode_shift,0.02,conformal_risk_gate,coverage,0.00000,0.00000,0.00000,0.00000,10
missing_contact_mode_shift,0.02,conformal_risk_gate,accepted_success,0.00000,0.00000,0.00000,0.00000,10
missing_contact_mode_shift,0.02,conformal_risk_gate,accepted_unsafe_action,0.00000,0.00000,0.00000,0.00000,10
missing_contact_mode_shift,0.02,conformal_risk_gate,accepted_bloat_index,0.00000,0.00000,0.00000,0.00000,10
missing_contact_mode_shift,0.02,conformal_risk_gate,accepted_utility,0.00000,0.00000,0.00000,0.00000,10
missing_contact_mode_shift,0.02,active_probe_then_plan,coverage,0.00000,0.00000,0.00000,0.00000,10
missing_contact_mode_shift,0.02,active_probe_then_plan,accepted_success,0.00000,0.00000,0.00000,0.00000,10
missing_contact_mode_shift,0.02,active_probe_then_plan,accepted_unsafe_action,0.00000,0.00000,0.00000,0.00000,10
missing_contact_mode_shift,0.02,active_probe_then_plan,accepted_bloat_index,0.00000,0.00000,0.00000,0.00000,10
missing_contact_mode_shift,0.02,active_probe_then_plan,accepted_utility,0.00000,0.00000,0.00000,0.00000,10
missing_contact_mode_shift,0.02,robust_mpc_fallback,coverage,0.00000,0.00000,0.00000,0.00000,10
missing_contact_mode_shift,0.02,robust_mpc_fallback,accepted_success,0.00000,0.00000,0.00000,0.00000,10
missing_contact_mode_shift,0.02,robust_mpc_fallback,accepted_unsafe_action,0.00000,0.00000,0.00000,0.00000,10
missing_contact_mode_shift,0.02,robust_mpc_fallback,accepted_bloat_index,0.00000,0.00000,0.00000,0.00000,10
missing_contact_mode_shift,0.02,robust_mpc_fallback,accepted_utility,0.00000,0.00000,0.00000,0.00000,10
missing_contact_mode_shift,0.02,oracle_mechanics_repair,coverage,0.00000,0.00000,0.00000,0.00000,10
missing_contact_mode_shift,0.02,oracle_mechanics_repair,accepted_success,0.00000,0.00000,0.00000,0.00000,10
missing_contact_mode_shift,0.02,oracle_mechanics_repair,accepted_unsafe_action,0.00000,0.00000,0.00000,0.00000,10
missing_contact_mode_shift,0.02,oracle_mechanics_repair,accepted_bloat_index,0.00000,0.00000,0.00000,0.00000,10
missing_contact_mode_shift,0.02,oracle_mechanics_repair,accepted_utility,0.00000,0.00000,0.00000,0.00000,10
missing_contact_mode_shift,0.05,ensemble_variance_gate,coverage,0.00000,0.00000,0.00000,0.00000,10
missing_contact_mode_shift,0.05,ensemble_variance_gate,accepted_success,0.00000,0.00000,0.00000,0.00000,10
missing_contact_mode_shift,0.05,ensemble_variance_gate,accepted_unsafe_action,0.00000,0.00000,0.00000,0.00000,10
missing_contact_mode_shift,0.05,ensemble_variance_gate,accepted_bloat_index,0.00000,0.00000,0.00000,0.00000,10
missing_contact_mode_shift,0.05,ensemble_variance_gate,accepted_utility,0.00000,0.00000,0.00000,0.00000,10
missing_contact_mode_shift,0.05,conformal_risk_gate,coverage,0.00000,0.00000,0.00000,0.00000,10
missing_contact_mode_shift,0.05,conformal_risk_gate,accepted_success,0.00000,0.00000,0.00000,0.00000,10
missing_contact_mode_shift,0.05,conformal_risk_gate,accepted_unsafe_action,0.00000,0.00000,0.00000,0.00000,10
missing_contact_mode_shift,0.05,conformal_risk_gate,accepted_bloat_index,0.00000,0.00000,0.00000,0.00000,10
missing_contact_mode_shift,0.05,conformal_risk_gate,accepted_utility,0.00000,0.00000,0.00000,0.00000,10
missing_contact_mode_shift,0.05,active_probe_then_plan,coverage,0.00000,0.00000,0.00000,0.00000,10
missing_contact_mode_shift,0.05,active_probe_then_plan,accepted_success,0.00000,0.00000,0.00000,0.00000,10
missing_contact_mode_shift,0.05,active_probe_then_plan,accepted_unsafe_action,0.00000,0.00000,0.00000,0.00000,10
missing_contact_mode_shift,0.05,active_probe_then_plan,accepted_bloat_index,0.00000,0.00000,0.00000,0.00000,10
missing_contact_mode_shift,0.05,active_probe_then_plan,accepted_utility,0.00000,0.00000,0.00000,0.00000,10
missing_contact_mode_shift,0.05,robust_mpc_fallback,coverage,0.00000,0.00000,0.00000,0.00000,10
missing_contact_mode_shift,0.05,robust_mpc_fallback,accepted_success,0.00000,0.00000,0.00000,0.00000,10
missing_contact_mode_shift,0.05,robust_mpc_fallback,accepted_unsafe_action,0.00000,0.00000,0.00000,0.00000,10
missing_contact_mode_shift,0.05,robust_mpc_fallback,accepted_bloat_index,0.00000,0.00000,0.00000,0.00000,10
missing_contact_mode_shift,0.05,robust_mpc_fallback,accepted_utility,0.00000,0.00000,0.00000,0.00000,10
missing_contact_mode_shift,0.05,oracle_mechanics_repair,coverage,-0.00069,0.00136,-0.00205,0.00067,10
missing_contact_mode_shift,0.05,oracle_mechanics_repair,accepted_success,-0.10000,0.19600,-0.29600,0.09600,10
missing_contact_mode_shift,0.05,oracle_mechanics_repair,accepted_unsafe_action,0.00000,0.00000,0.00000,0.00000,10
missing_contact_mode_shift,0.05,oracle_mechanics_repair,accepted_bloat_index,0.00000,0.00000,0.00000,0.00000,10
missing_contact_mode_shift,0.05,oracle_mechanics_repair,accepted_utility,-0.09723,0.19057,-0.28780,0.09334,10
missing_contact_mode_shift,0.10,ensemble_variance_gate,coverage,0.00208,0.00290,-0.00082,0.00499,10
missing_contact_mode_shift,0.10,ensemble_variance_gate,accepted_success,0.20000,0.26133,-0.06133,0.46133,10
missing_contact_mode_shift,0.10,ensemble_variance_gate,accepted_unsafe_action,0.00000,0.00000,0.00000,0.00000,10
missing_contact_mode_shift,0.10,ensemble_variance_gate,accepted_bloat_index,0.03019,0.03946,-0.00927,0.06965,10
missing_contact_mode_shift,0.10,ensemble_variance_gate,accepted_utility,0.18180,0.23756,-0.05576,0.41936,10
missing_contact_mode_shift,0.10,conformal_risk_gate,coverage,0.00208,0.00290,-0.00082,0.00499,10
missing_contact_mode_shift,0.10,conformal_risk_gate,accepted_success,0.20000,0.26133,-0.06133,0.46133,10
missing_contact_mode_shift,0.10,conformal_risk_gate,accepted_unsafe_action,0.00000,0.00000,0.00000,0.00000,10
missing_contact_mode_shift,0.10,conformal_risk_gate,accepted_bloat_index,0.03019,0.03946,-0.00927,0.06965,10
missing_contact_mode_shift,0.10,conformal_risk_gate,accepted_utility,0.18180,0.23756,-0.05576,0.41936,10
missing_contact_mode_shift,0.10,active_probe_then_plan,coverage,0.00139,0.00339,-0.00201,0.00478,10
missing_contact_mode_shift,0.10,active_probe_then_plan,accepted_success,0.10000,0.35183,-0.25183,0.45183,10
missing_contact_mode_shift,0.10,active_probe_then_plan,accepted_unsafe_action,0.00000,0.00000,0.00000,0.00000,10
missing_contact_mode_shift,0.10,active_probe_then_plan,accepted_bloat_index,0.01852,0.04879,-0.03027,0.06732,10
missing_contact_mode_shift,0.10,active_probe_then_plan,accepted_utility,0.08772,0.32409,-0.23637,0.41182,10
missing_contact_mode_shift,0.10,robust_mpc_fallback,coverage,0.00208,0.00290,-0.00082,0.00499,10
missing_contact_mode_shift,0.10,robust_mpc_fallback,accepted_success,0.20000,0.26133,-0.06133,0.46133,10
missing_contact_mode_shift,0.10,robust_mpc_fallback,accepted_unsafe_action,0.00000,0.00000,0.00000,0.00000,10
missing_contact_mode_shift,0.10,robust_mpc_fallback,accepted_bloat_index,0.03019,0.03946,-0.00927,0.06965,10
missing_contact_mode_shift,0.10,robust_mpc_fallback,accepted_utility,0.18180,0.23756,-0.05576,0.41936,10
missing_contact_mode_shift,0.10,oracle_mechanics_repair,coverage,-0.20556,0.02234,-0.22789,-0.18322,10
missing_contact_mode_shift,0.10,oracle_mechanics_repair,accepted_success,-0.75708,0.25894,-1.01602,-0.49813,10
missing_contact_mode_shift,0.10,oracle_mechanics_repair,accepted_unsafe_action,0.00000,0.00000,0.00000,0.00000,10
