split,task,seed,episode,method,primary_mechanism,true_hidden,predicted_hidden,repair,repair_correct,probe,abstain,task_success,false_abstention,unsafe_action,calibration_error,bloat_index,intervention_cost,oracle_regret
combined_missing_mechanics,peg_insertion_contact_mode,0,0,full_uncertainty_bloat_audit,sensor_dropout,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.21751,0.40783,0.00000,0.24003
combined_missing_mechanics,peg_insertion_contact_mode,0,0,minus_mechanism_classifier,sensor_dropout,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.33383,0.47046,0.00000,0.24003
combined_missing_mechanics,peg_insertion_contact_mode,0,0,minus_probe_before_repair,sensor_dropout,0,0,0,0,0,0,0.00000,0.00000,1.00000,0.25207,0.41641,0.00000,0.24003
combined_missing_mechanics,peg_insertion_contact_mode,0,0,minus_false_abstention_penalty,sensor_dropout,0,0,0,0,0,0,1.00000,0.00000,0.00000,0.22295,0.40582,0.00000,0.24003
combined_missing_mechanics,peg_insertion_contact_mode,0,0,minus_repair_memory,sensor_dropout,0,0,0,0,0,0,1.00000,0.00000,0.00000,0.22835,0.40582,0.00000,0.24003
combined_missing_mechanics,peg_insertion_contact_mode,0,0,variance_only_bloat_score,sensor_dropout,0,0,0,0,0,0,1.00000,0.00000,0.00000,0.33923,0.47046,0.00000,0.24003
combined_missing_mechanics,peg_insertion_contact_mode,0,0,abstain_only_policy,sensor_dropout,0,0,0,0,0,0,1.00000,0.00000,0.00000,0.38707,0.51050,0.00000,0.24003
combined_missing_mechanics,peg_insertion_contact_mode,0,1,full_uncertainty_bloat_audit,latency,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.23325,0.48171,0.00000,0.25950
combined_missing_mechanics,peg_insertion_contact_mode,0,1,minus_mechanism_classifier,latency,0,0,0,0,0,0,1.00000,0.00000,0.00000,0.41377,0.61730,0.00000,0.25950
combined_missing_mechanics,peg_insertion_contact_mode,0,1,minus_probe_before_repair,latency,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.26223,0.48396,0.00000,0.25950
combined_missing_mechanics,peg_insertion_contact_mode,0,1,minus_false_abstention_penalty,latency,0,0,0,0,0,0,1.00000,0.00000,0.00000,0.23569,0.47630,0.00000,0.25950
combined_missing_mechanics,peg_insertion_contact_mode,0,1,minus_repair_memory,latency,0,0,0,0,0,0,1.00000,0.00000,0.00000,0.24109,0.47630,0.00000,0.25950
combined_missing_mechanics,peg_insertion_contact_mode,0,1,variance_only_bloat_score,latency,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.41917,0.61730,0.00000,0.25950
combined_missing_mechanics,peg_insertion_contact_mode,0,1,abstain_only_policy,latency,0,0,0,0,0,1,0.00000,1.00000,0.00000,0.10733,1.00000,0.28000,0.78990
combined_missing_mechanics,peg_insertion_contact_mode,0,2,full_uncertainty_bloat_audit,combined,1,0,0,0,0,0,1.00000,0.00000,0.00000,0.06226,0.43131,0.00000,0.37717
combined_missing_mechanics,peg_insertion_contact_mode,0,2,minus_mechanism_classifier,combined,1,0,0,0,0,0,1.00000,0.00000,0.00000,0.19874,0.51687,0.00000,0.37717
combined_missing_mechanics,peg_insertion_contact_mode,0,2,minus_probe_before_repair,combined,1,0,0,0,0,0,0.00000,0.00000,0.00000,0.09493,0.43776,0.00000,0.37717
combined_missing_mechanics,peg_insertion_contact_mode,0,2,minus_false_abstention_penalty,combined,1,0,0,0,0,0,0.00000,0.00000,0.00000,0.06663,0.42810,0.00000,0.37717
combined_missing_mechanics,peg_insertion_contact_mode,0,2,minus_repair_memory,combined,1,0,0,0,0,0,1.00000,0.00000,0.00000,0.07203,0.42810,0.00000,0.37717
combined_missing_mechanics,peg_insertion_contact_mode,0,2,variance_only_bloat_score,combined,1,0,0,0,0,0,0.00000,0.00000,0.00000,0.20414,0.51687,0.00000,0.37717
combined_missing_mechanics,peg_insertion_contact_mode,0,2,abstain_only_policy,combined,1,0,0,0,0,1,0.00000,0.00000,0.00000,0.27620,0.82113,0.28000,0.89147
combined_missing_mechanics,peg_insertion_contact_mode,0,3,full_uncertainty_bloat_audit,latency,0,0,0,0,0,0,1.00000,0.00000,0.00000,0.16969,0.41415,0.00000,0.27010
combined_missing_mechanics,peg_insertion_contact_mode,0,3,minus_mechanism_classifier,latency,0,0,0,0,0,0,1.00000,0.00000,0.00000,0.28922,0.48043,0.00000,0.27010
combined_missing_mechanics,peg_insertion_contact_mode,0,3,minus_probe_before_repair,latency,0,0,0,0,0,0,1.00000,0.00000,0.00000,0.20272,0.42100,0.00000,0.27010
combined_missing_mechanics,peg_insertion_contact_mode,0,3,minus_false_abstention_penalty,latency,0,0,0,0,0,0,1.00000,0.00000,0.00000,0.17377,0.41061,0.00000,0.27010
combined_missing_mechanics,peg_insertion_contact_mode,0,3,minus_repair_memory,latency,0,0,0,0,0,0,1.00000,0.00000,0.00000,0.17917,0.41061,0.00000,0.27010
combined_missing_mechanics,peg_insertion_contact_mode,0,3,variance_only_bloat_score,latency,0,0,0,0,0,0,1.00000,0.00000,0.00000,0.29462,0.48043,0.00000,0.27010
combined_missing_mechanics,peg_insertion_contact_mode,0,3,abstain_only_policy,latency,0,0,0,0,0,0,1.00000,0.00000,0.00000,0.33948,0.51709,0.00000,0.27010
combined_missing_mechanics,peg_insertion_contact_mode,0,4,full_uncertainty_bloat_audit,combined,1,0,0,0,0,0,1.00000,0.00000,1.00000,0.02921,0.47256,0.00000,0.43925
combined_missing_mechanics,peg_insertion_contact_mode,0,4,minus_mechanism_classifier,combined,1,0,0,0,0,0,0.00000,0.00000,1.00000,0.21351,0.61245,0.00000,0.43925
combined_missing_mechanics,peg_insertion_contact_mode,0,4,minus_probe_before_repair,combined,1,0,0,0,0,0,0.00000,0.00000,0.00000,0.06427,0.48173,0.00000,0.43925
combined_missing_mechanics,peg_insertion_contact_mode,0,4,minus_false_abstention_penalty,combined,1,0,0,0,0,0,1.00000,0.00000,0.00000,0.03765,0.47398,0.00000,0.43925
combined_missing_mechanics,peg_insertion_contact_mode,0,4,minus_repair_memory,combined,1,0,0,0,0,0,0.00000,0.00000,0.00000,0.04305,0.47398,0.00000,0.43925
combined_missing_mechanics,peg_insertion_contact_mode,0,4,variance_only_bloat_score,combined,1,0,0,0,0,0,1.00000,0.00000,1.00000,0.21891,0.61245,0.00000,0.43925
combined_missing_mechanics,peg_insertion_contact_mode,0,4,abstain_only_policy,combined,1,0,0,0,0,1,0.00000,0.00000,0.00000,0.22069,0.88422,0.28000,0.88420
combined_missing_mechanics,peg_insertion_contact_mode,0,5,full_uncertainty_bloat_audit,combined,1,0,0,0,0,0,0.00000,0.00000,1.00000,0.13758,0.48284,0.00000,0.36300
combined_missing_mechanics,peg_insertion_contact_mode,0,5,minus_mechanism_classifier,combined,1,0,0,0,1,0,0.00000,0.00000,0.00000,0.45874,0.62064,0.06000,0.22430
combined_missing_mechanics,peg_insertion_contact_mode,0,5,minus_probe_before_repair,combined,1,0,0,0,0,0,1.00000,0.00000,1.00000,0.16691,0.48549,0.00000,0.36300
combined_missing_mechanics,peg_insertion_contact_mode,0,5,minus_false_abstention_penalty,combined,1,0,0,0,0,1,0.00000,0.00000,0.00000,0.38996,0.75791,0.28000,0.89340
combined_missing_mechanics,peg_insertion_contact_mode,0,5,minus_repair_memory,combined,1,0,0,0,0,0,0.00000,0.00000,0.00000,0.14584,0.47791,0.00000,0.36300
combined_missing_mechanics,peg_insertion_contact_mode,0,5,variance_only_bloat_score,combined,1,0,0,0,0,0,0.00000,0.00000,0.00000,0.32544,0.62064,0.00000,0.36300
combined_missing_mechanics,peg_insertion_contact_mode,0,5,abstain_only_policy,combined,1,0,0,0,0,1,0.00000,0.00000,0.00000,0.20205,0.88962,0.28000,0.89340
combined_missing_mechanics,peg_insertion_contact_mode,0,6,full_uncertainty_bloat_audit,combined,1,0,0,0,0,0,0.00000,0.00000,1.00000,0.11721,0.50774,0.00000,0.35674
combined_missing_mechanics,peg_insertion_contact_mode,0,6,minus_mechanism_classifier,combined,1,0,0,0,1,0,1.00000,0.00000,1.00000,0.45560,0.66512,0.06000,0.21804
combined_missing_mechanics,peg_insertion_contact_mode,0,6,minus_probe_before_repair,combined,1,0,0,0,0,0,0.00000,0.00000,0.00000,0.14264,0.50596,0.00000,0.35674
combined_missing_mechanics,peg_insertion_contact_mode,0,6,minus_false_abstention_penalty,combined,1,0,0,0,0,1,0.00000,0.00000,0.00000,0.38505,0.77926,0.28000,0.85873
combined_missing_mechanics,peg_insertion_contact_mode,0,6,minus_repair_memory,combined,1,0,0,0,0,0,1.00000,0.00000,0.00000,0.12234,0.49926,0.00000,0.35674
combined_missing_mechanics,peg_insertion_contact_mode,0,6,variance_only_bloat_score,combined,1,1,0,0,0,0,0.00000,0.00000,1.00000,0.32230,0.19954,0.00000,0.35674
combined_missing_mechanics,peg_insertion_contact_mode,0,6,abstain_only_policy,combined,1,0,0,0,0,1,0.00000,0.00000,0.00000,0.19010,0.91898,0.28000,0.85873
combined_missing_mechanics,peg_insertion_contact_mode,0,7,full_uncertainty_bloat_audit,sensor_dropout,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.19456,0.40450,0.00000,0.25401
combined_missing_mechanics,peg_insertion_contact_mode,0,7,minus_mechanism_classifier,sensor_dropout,0,0,0,0,0,0,1.00000,0.00000,1.00000,0.29859,0.45318,0.00000,0.25401
combined_missing_mechanics,peg_insertion_contact_mode,0,7,minus_probe_before_repair,sensor_dropout,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.22504,0.40846,0.00000,0.25401
combined_missing_mechanics,peg_insertion_contact_mode,0,7,minus_false_abstention_penalty,sensor_dropout,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.19562,0.39752,0.00000,0.25401
combined_missing_mechanics,peg_insertion_contact_mode,0,7,minus_repair_memory,sensor_dropout,0,0,0,0,0,0,1.00000,0.00000,0.00000,0.20102,0.39752,0.00000,0.25401
combined_missing_mechanics,peg_insertion_contact_mode,0,7,variance_only_bloat_score,sensor_dropout,0,0,0,0,0,0,1.00000,0.00000,0.00000,0.30399,0.45318,0.00000,0.25401
combined_missing_mechanics,peg_insertion_contact_mode,0,7,abstain_only_policy,sensor_dropout,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.35700,0.49910,0.00000,0.25401
combined_missing_mechanics,peg_insertion_contact_mode,0,8,full_uncertainty_bloat_audit,combined,1,0,0,0,0,0,1.00000,0.00000,1.00000,0.06290,0.49299,0.00000,0.38122
combined_missing_mechanics,peg_insertion_contact_mode,0,8,minus_mechanism_classifier,combined,1,0,0,0,1,0,1.00000,0.00000,0.00000,0.38541,0.63233,0.06000,0.24252
combined_missing_mechanics,peg_insertion_contact_mode,0,8,minus_probe_before_repair,combined,1,0,0,0,0,0,1.00000,0.00000,1.00000,0.08803,0.49087,0.00000,0.38122
combined_missing_mechanics,peg_insertion_contact_mode,0,8,minus_false_abstention_penalty,combined,1,0,0,0,0,1,0.00000,0.00000,0.00000,0.39890,0.76352,0.28000,0.84188
combined_missing_mechanics,peg_insertion_contact_mode,0,8,minus_repair_memory,combined,1,0,0,0,0,0,0.00000,0.00000,0.00000,0.06716,0.48352,0.00000,0.38122
combined_missing_mechanics,peg_insertion_contact_mode,0,8,variance_only_bloat_score,combined,1,0,0,0,0,0,0.00000,0.00000,0.00000,0.25211,0.63233,0.00000,0.38122
