split,method,seed,rows,task_success,hidden_mechanism_f1,false_abstention,unsafe_action,repair_precision,calibration_error,bloat_index,probe_efficiency,intervention_cost,oracle_regret,deployment_risk,robust_utility
hard_aggregate,ensemble_variance_gate,8,576,0.45312,0.37618,0.21181,0.13715,0.20707,0.28441,0.59007,0.39881,0.04405,0.22007,0.35020,-0.09198
hard_aggregate,ensemble_variance_gate,9,576,0.45312,0.42484,0.25173,0.12500,0.36923,0.28680,0.59437,0.56667,0.04657,0.24237,0.34981,-0.10680
hard_aggregate,epistemic_ensemble_planner,0,576,0.52257,0.46552,0.11285,0.14930,0.20501,0.22368,0.51902,0.38889,0.04324,0.15281,0.32165,0.05723
hard_aggregate,epistemic_ensemble_planner,1,576,0.54340,0.42433,0.12326,0.14062,0.36195,0.22705,0.52109,0.49100,0.04064,0.15530,0.31900,0.08336
hard_aggregate,epistemic_ensemble_planner,2,576,0.50174,0.42030,0.14583,0.14931,0.20159,0.22846,0.51933,0.51263,0.04639,0.16695,0.31800,0.01409
hard_aggregate,epistemic_ensemble_planner,3,576,0.51389,0.49562,0.13889,0.11632,0.26533,0.22656,0.51620,0.60326,0.04646,0.16030,0.31915,0.07445
hard_aggregate,epistemic_ensemble_planner,4,576,0.53298,0.48313,0.12326,0.12153,0.39101,0.22473,0.51640,0.45370,0.04226,0.15181,0.31859,0.09918
hard_aggregate,epistemic_ensemble_planner,5,576,0.52952,0.43745,0.13889,0.12847,0.25577,0.22843,0.51876,0.40000,0.04325,0.16022,0.31802,0.07523
hard_aggregate,epistemic_ensemble_planner,6,576,0.51563,0.42851,0.12326,0.14931,0.18651,0.22503,0.52194,0.53737,0.04308,0.15785,0.32172,0.04256
hard_aggregate,epistemic_ensemble_planner,7,576,0.52431,0.45381,0.13194,0.14063,0.25252,0.22509,0.52178,0.37340,0.04478,0.16046,0.32182,0.05652
hard_aggregate,epistemic_ensemble_planner,8,576,0.52430,0.45328,0.15104,0.10416,0.24964,0.22802,0.51789,0.61538,0.04514,0.16567,0.31852,0.09212
hard_aggregate,epistemic_ensemble_planner,9,576,0.52430,0.43037,0.13541,0.14757,0.20876,0.22775,0.52080,0.32857,0.04412,0.16306,0.32038,0.04559
hard_aggregate,mc_dropout_uncertainty,0,576,0.40972,0.40206,0.24306,0.14062,0.31313,0.37140,0.68744,0.44881,0.04619,0.24810,0.39222,-0.19435
hard_aggregate,mc_dropout_uncertainty,1,576,0.41840,0.40403,0.24132,0.12500,0.22810,0.37244,0.68494,0.38889,0.04610,0.24321,0.38988,-0.16242
hard_aggregate,mc_dropout_uncertainty,2,576,0.40625,0.37620,0.25694,0.13195,0.08586,0.37435,0.68747,0.29444,0.04676,0.25334,0.39000,-0.19577
hard_aggregate,mc_dropout_uncertainty,3,576,0.47222,0.37855,0.23090,0.10764,0.32424,0.37024,0.68786,0.35979,0.04590,0.23463,0.39088,-0.07910
hard_aggregate,mc_dropout_uncertainty,4,576,0.43924,0.41883,0.24826,0.12326,0.19841,0.37123,0.68658,0.30833,0.04763,0.24859,0.39249,-0.14591
hard_aggregate,mc_dropout_uncertainty,5,576,0.46701,0.39849,0.23611,0.10590,0.18063,0.37348,0.68452,0.24762,0.04511,0.23623,0.38814,-0.08402
hard_aggregate,mc_dropout_uncertainty,6,576,0.41493,0.41406,0.25695,0.12153,0.23089,0.37270,0.68619,0.38889,0.04855,0.25163,0.39151,-0.17351
hard_aggregate,mc_dropout_uncertainty,7,576,0.40625,0.39197,0.21701,0.12326,0.21759,0.36924,0.68682,0.38889,0.04317,0.23143,0.39181,-0.15575
hard_aggregate,mc_dropout_uncertainty,8,576,0.39757,0.36967,0.26042,0.12674,0.19914,0.37402,0.69058,0.46667,0.04694,0.25464,0.38966,-0.20101
hard_aggregate,mc_dropout_uncertainty,9,576,0.45833,0.33700,0.20660,0.12847,0.26190,0.37065,0.68808,0.43518,0.04161,0.22428,0.38926,-0.10213
hard_aggregate,mean_world_model_mpc,0,576,0.50694,0.12516,0.06771,0.18055,0.16667,0.12885,0.32623,0.00000,0.02599,0.14617,0.28854,0.08534
hard_aggregate,mean_world_model_mpc,1,576,0.51736,0.09741,0.05035,0.20313,0.00000,0.12794,0.32222,0.11111,0.02491,0.13629,0.28432,0.08128
hard_aggregate,mean_world_model_mpc,2,576,0.52083,0.10063,0.05035,0.21354,0.33333,0.12937,0.31805,0.16667,0.02620,0.13543,0.28240,0.07287
hard_aggregate,mean_world_model_mpc,3,576,0.50521,0.07111,0.06945,0.17535,0.50000,0.12926,0.32614,0.00000,0.02660,0.14439,0.28703,0.08997
hard_aggregate,mean_world_model_mpc,4,576,0.51042,0.15028,0.07118,0.19445,0.11111,0.12847,0.32346,0.16667,0.02724,0.14954,0.28757,0.06875
hard_aggregate,mean_world_model_mpc,5,576,0.51910,0.13418,0.04861,0.19792,0.33333,0.13000,0.31845,0.00000,0.02478,0.13154,0.28256,0.09354
hard_aggregate,mean_world_model_mpc,6,576,0.46701,0.11687,0.05903,0.20312,0.55556,0.13003,0.32250,0.16667,0.02738,0.14067,0.28614,0.02418
hard_aggregate,mean_world_model_mpc,7,576,0.48264,0.14019,0.04688,0.18229,0.16667,0.12782,0.32220,0.00000,0.02531,0.13310,0.28761,0.07547
hard_aggregate,mean_world_model_mpc,8,576,0.53646,0.14523,0.05903,0.17361,0.11111,0.12942,0.31850,0.00000,0.02701,0.13550,0.28383,0.13408
hard_aggregate,mean_world_model_mpc,9,576,0.53993,0.14349,0.05208,0.19097,0.27778,0.12857,0.31885,0.31111,0.02714,0.13402,0.28317,0.11951
hard_aggregate,mechanics_gap_auditor_v5,0,576,0.61458,0.56328,0.07465,0.12847,0.40572,0.11728,0.33311,0.60328,0.07374,0.09500,0.24994,0.26078
hard_aggregate,mechanics_gap_auditor_v5,1,576,0.60590,0.61369,0.08160,0.15104,0.32315,0.11765,0.33482,0.60924,0.07086,0.10335,0.25153,0.21745
hard_aggregate,mechanics_gap_auditor_v5,2,576,0.62500,0.60237,0.07812,0.12326,0.35823,0.11822,0.33142,0.64155,0.06713,0.09809,0.24855,0.27735
hard_aggregate,mechanics_gap_auditor_v5,3,576,0.61458,0.60092,0.08160,0.12674,0.33353,0.11658,0.33504,0.65639,0.07200,0.09905,0.25155,0.25802
hard_aggregate,mechanics_gap_auditor_v5,4,576,0.62847,0.58567,0.07118,0.11632,0.31505,0.11635,0.33941,0.60165,0.06800,0.09488,0.25411,0.29156
hard_aggregate,mechanics_gap_auditor_v5,5,576,0.65104,0.56118,0.06771,0.11285,0.32157,0.11801,0.33421,0.64942,0.07188,0.08725,0.24917,0.32367
hard_aggregate,mechanics_gap_auditor_v5,6,576,0.58333,0.57178,0.07812,0.15799,0.33928,0.11785,0.33933,0.62713,0.06761,0.10351,0.25342,0.18747
hard_aggregate,mechanics_gap_auditor_v5,7,576,0.58333,0.63066,0.08681,0.14584,0.35280,0.11546,0.32869,0.65059,0.07232,0.10518,0.24975,0.19947
hard_aggregate,mechanics_gap_auditor_v5,8,576,0.58160,0.56660,0.07986,0.16320,0.35779,0.11952,0.33311,0.66549,0.07155,0.10003,0.24848,0.18048
hard_aggregate,mechanics_gap_auditor_v5,9,576,0.57639,0.59419,0.10069,0.15104,0.33006,0.11914,0.33417,0.70802,0.06978,0.11382,0.25177,0.17516
hard_aggregate,oracle_full_state_policy,0,576,0.73785,0.76230,0.05035,0.06597,0.46340,0.06938,0.06402,1.00000,0.08764,0.05071,0.12581,0.56394
hard_aggregate,oracle_full_state_policy,1,576,0.73090,0.76729,0.05555,0.06250,0.41109,0.06813,0.06482,1.00000,0.09064,0.05598,0.13101,0.55543
hard_aggregate,oracle_full_state_policy,2,576,0.75000,0.73199,0.05729,0.06771,0.42567,0.06808,0.06657,1.00000,0.08840,0.05421,0.12792,0.56826
hard_aggregate,oracle_full_state_policy,3,576,0.76562,0.76153,0.05035,0.05208,0.47048,0.06881,0.05959,1.00000,0.08823,0.04984,0.12426,0.61052
hard_aggregate,oracle_full_state_policy,4,576,0.76736,0.77486,0.03646,0.06771,0.47059,0.06922,0.05913,1.00000,0.08850,0.04225,0.12431,0.60243
hard_aggregate,oracle_full_state_policy,5,576,0.76389,0.74021,0.05382,0.05208,0.43898,0.06843,0.06426,1.00000,0.08770,0.05011,0.12662,0.60596
hard_aggregate,oracle_full_state_policy,6,576,0.77430,0.75536,0.02778,0.06250,0.46160,0.06707,0.06058,1.00000,0.08828,0.03609,0.12376,0.62223
hard_aggregate,oracle_full_state_policy,7,576,0.76910,0.77277,0.05729,0.05035,0.50102,0.07126,0.06120,1.00000,0.09000,0.05245,0.12382,0.61084
hard_aggregate,oracle_full_state_policy,8,576,0.77257,0.74938,0.04167,0.05035,0.46389,0.06861,0.06136,1.00000,0.08762,0.04116,0.12363,0.62715
hard_aggregate,oracle_full_state_policy,9,576,0.75347,0.75461,0.05035,0.04861,0.46478,0.06824,0.06262,1.00000,0.08842,0.04788,0.12546,0.60268
hard_aggregate,oracle_mechanics_repair,0,576,0.74132,0.73955,0.03993,0.08507,0.46862,0.08773,0.11232,0.96639,0.08802,0.05327,0.16044,0.53343
hard_aggregate,oracle_mechanics_repair,1,576,0.72743,0.72532,0.04688,0.08681,0.43473,0.08497,0.11580,0.96970,0.08749,0.05835,0.16200,0.51115
hard_aggregate,oracle_mechanics_repair,2,576,0.72743,0.71761,0.04514,0.08507,0.42562,0.08652,0.11409,0.96970,0.08964,0.05407,0.16029,0.51582
hard_aggregate,oracle_mechanics_repair,3,576,0.73264,0.72399,0.04861,0.06597,0.42918,0.08764,0.11750,0.98889,0.09085,0.05598,0.16411,0.54113
hard_aggregate,oracle_mechanics_repair,4,576,0.74305,0.73052,0.05035,0.06424,0.46331,0.08587,0.11472,0.97883,0.08969,0.05659,0.15990,0.55382
hard_aggregate,oracle_mechanics_repair,5,576,0.72569,0.71199,0.03646,0.10937,0.39108,0.08440,0.11874,0.96263,0.08785,0.05507,0.16450,0.48643
hard_aggregate,oracle_mechanics_repair,6,576,0.70313,0.73743,0.05903,0.08333,0.43111,0.08542,0.11986,0.94792,0.09167,0.06720,0.16380,0.47926
hard_aggregate,oracle_mechanics_repair,7,576,0.74479,0.74416,0.03993,0.09201,0.50764,0.08785,0.10705,1.00000,0.08927,0.05121,0.15469,0.53022
hard_aggregate,oracle_mechanics_repair,8,576,0.75521,0.70152,0.03125,0.09201,0.42660,0.08573,0.11357,0.98291,0.09222,0.04867,0.15961,0.54292
hard_aggregate,oracle_mechanics_repair,9,576,0.72569,0.73123,0.04688,0.08854,0.42102,0.08584,0.11565,0.97106,0.09139,0.05875,0.16290,0.50586
hard_aggregate,residual_dynamics_repair,0,576,0.56250,0.49009,0.06771,0.16493,0.24688,0.15324,0.40606,0.47736,0.05468,0.11159,0.28521,0.14446
hard_aggregate,residual_dynamics_repair,1,576,0.54688,0.48097,0.08160,0.19444,0.24845,0.15438,0.40547,0.46536,0.05861,0.12041,0.28323,0.08063
hard_aggregate,residual_dynamics_repair,2,576,0.55729,0.49478,0.07465,0.13715,0.22740,0.15596,0.40194,0.40713,0.05643,0.10956,0.28022,0.17235
hard_aggregate,residual_dynamics_repair,3,576,0.58854,0.47891,0.08333,0.15799,0.25683,0.15559,0.40660,0.50842,0.05765,0.11770,0.28383,0.16830
hard_aggregate,residual_dynamics_repair,4,576,0.59722,0.44618,0.06771,0.15625,0.30049,0.15439,0.40758,0.53295,0.05593,0.10733,0.28338,0.19112
hard_aggregate,residual_dynamics_repair,5,576,0.60764,0.50090,0.07986,0.14236,0.24220,0.15676,0.40130,0.52083,0.05893,0.11147,0.28010,0.21237
hard_aggregate,residual_dynamics_repair,6,576,0.59028,0.48950,0.06944,0.14757,0.24891,0.15347,0.40407,0.55038,0.05742,0.10838,0.28300,0.19428
hard_aggregate,residual_dynamics_repair,7,576,0.55035,0.48544,0.06771,0.14757,0.22791,0.15588,0.40748,0.42670,0.05588,0.10908,0.28577,0.15435
hard_aggregate,residual_dynamics_repair,8,576,0.57986,0.49289,0.08507,0.15625,0.21244,0.15708,0.40416,0.54545,0.05523,0.11841,0.28260,0.16214
hard_aggregate,residual_dynamics_repair,9,576,0.57118,0.52052,0.05382,0.12500,0.25409,0.15235,0.39609,0.53249,0.05618,0.09423,0.27888,0.21943
hard_aggregate,robust_mpc_fallback,0,576,0.70486,0.18414,0.03819,0.05208,0.22222,0.22909,0.50895,0.00000,0.03378,0.06960,0.24397,0.43793
hard_aggregate,robust_mpc_fallback,1,576,0.67708,0.17601,0.04514,0.04687,0.38889,0.22971,0.50872,0.11111,0.03425,0.06967,0.24125,0.41343
hard_aggregate,robust_mpc_fallback,2,576,0.65278,0.15990,0.04514,0.05903,0.13333,0.22990,0.50397,0.27778,0.03404,0.07015,0.24051,0.37511
hard_aggregate,robust_mpc_fallback,3,576,0.65799,0.16599,0.04341,0.05729,0.33333,0.22943,0.50797,0.08333,0.03441,0.07080,0.24099,0.38174
hard_aggregate,robust_mpc_fallback,4,576,0.64583,0.13584,0.04688,0.04688,0.33333,0.23046,0.51161,0.33333,0.03330,0.07199,0.24259,0.37985
hard_aggregate,robust_mpc_fallback,5,576,0.68750,0.13986,0.03820,0.04167,0.00000,0.23108,0.50642,0.00000,0.03338,0.06343,0.24047,0.43720
hard_aggregate,robust_mpc_fallback,6,576,0.67361,0.10164,0.06597,0.03819,0.00000,0.23220,0.51631,0.00000,0.03513,0.08211,0.24455,0.40342
hard_aggregate,robust_mpc_fallback,7,576,0.65104,0.12096,0.03646,0.06424,0.00000,0.22875,0.51143,0.33333,0.03189,0.06882,0.24346,0.36996
hard_aggregate,robust_mpc_fallback,8,576,0.65972,0.14099,0.06944,0.03646,0.08333,0.23274,0.51012,0.33333,0.03495,0.08235,0.24353,0.39183
hard_aggregate,robust_mpc_fallback,9,576,0.65972,0.12097,0.05035,0.04340,0.00000,0.23195,0.50950,0.16667,0.03310,0.07291,0.24287,0.39675
hard_aggregate,uncertainty_bloat_audit_v4,0,576,0.50868,0.47376,0.07639,0.16841,0.38017,0.17125,0.50932,0.54344,0.04471,0.13032,0.32595,0.04824
hard_aggregate,uncertainty_bloat_audit_v4,1,576,0.57639,0.46752,0.07639,0.14236,0.32602,0.17240,0.50828,0.39560,0.04784,0.12489,0.32452,0.15024
hard_aggregate,uncertainty_bloat_audit_v4,2,576,0.52083,0.46348,0.06771,0.18577,0.26997,0.17240,0.50641,0.41858,0.04905,0.12382,0.32368,0.04495
hard_aggregate,uncertainty_bloat_audit_v4,3,576,0.55035,0.43100,0.06771,0.15451,0.33912,0.17138,0.51217,0.48786,0.04483,0.12381,0.32725,0.11327
hard_aggregate,uncertainty_bloat_audit_v4,4,576,0.55035,0.41138,0.07118,0.18403,0.30295,0.17242,0.51478,0.41642,0.04757,0.12860,0.32793,0.07105
hard_aggregate,uncertainty_bloat_audit_v4,5,576,0.53298,0.46809,0.08681,0.15798,0.22419,0.17344,0.51003,0.37778,0.04591,0.13285,0.32602,0.07916
hard_aggregate,uncertainty_bloat_audit_v4,6,576,0.57465,0.40811,0.06597,0.16667,0.23102,0.17227,0.51526,0.47647,0.04710,0.12309,0.33064,0.12189
hard_aggregate,uncertainty_bloat_audit_v4,7,576,0.52083,0.46017,0.08680,0.19271,0.26867,0.17247,0.51491,0.42037,0.04818,0.14092,0.33025,0.01788
hard_aggregate,uncertainty_bloat_audit_v4,8,576,0.52431,0.43449,0.08160,0.17361,0.29996,0.17447,0.51264,0.37222,0.04481,0.13297,0.32659,0.05285
hard_aggregate,uncertainty_bloat_audit_v4,9,576,0.54861,0.47274,0.06076,0.14410,0.23450,0.17233,0.50752,0.52632,0.04653,0.11680,0.32638,0.13159
