split,ablation,seed,rows,task_success,hidden_mechanism_f1,false_abstention,unsafe_action,repair_precision,calibration_error,bloat_index,probe_efficiency,intervention_cost,oracle_regret,deployment_risk,robust_utility
combined_missing_mechanics,full_mechanics_gap_auditor_v5,4,168,0.53571,0.59596,0.10714,0.13095,0.33898,0.11632,0.35211,0.71875,0.07159,0.13207,0.27070,0.14288
combined_missing_mechanics,full_mechanics_gap_auditor_v5,5,168,0.55952,0.62887,0.08333,0.16667,0.29231,0.11534,0.34229,0.59524,0.07718,0.11061,0.26301,0.14338
combined_missing_mechanics,full_mechanics_gap_auditor_v5,6,168,0.53571,0.66332,0.14286,0.13690,0.30000,0.12123,0.34506,0.70588,0.07587,0.15291,0.26706,0.11059
combined_missing_mechanics,full_mechanics_gap_auditor_v5,7,168,0.55952,0.65657,0.08333,0.15476,0.31034,0.11555,0.34826,0.70968,0.06926,0.12287,0.26727,0.15360
combined_missing_mechanics,full_mechanics_gap_auditor_v5,8,168,0.59524,0.62032,0.10119,0.14881,0.25806,0.11650,0.34670,0.82353,0.07325,0.12727,0.26501,0.18590
combined_missing_mechanics,full_mechanics_gap_auditor_v5,9,168,0.52381,0.61000,0.07143,0.19643,0.30769,0.11000,0.35704,0.64706,0.06730,0.12221,0.27567,0.06963
combined_missing_mechanics,minus_active_probe_value,0,168,0.52381,0.54645,0.11310,0.16667,0.29412,0.14605,0.36924,0.37500,0.05028,0.15239,0.28139,0.07653
combined_missing_mechanics,minus_active_probe_value,1,168,0.55357,0.57592,0.05357,0.17262,0.33333,0.14238,0.35854,0.40000,0.04676,0.11642,0.27920,0.14595
combined_missing_mechanics,minus_active_probe_value,2,168,0.55952,0.60541,0.10119,0.14286,0.37736,0.14715,0.34994,0.66667,0.05665,0.13005,0.26834,0.16078
combined_missing_mechanics,minus_active_probe_value,3,168,0.55357,0.51429,0.04762,0.15476,0.33333,0.14191,0.36008,0.70000,0.05111,0.10399,0.27559,0.17472
combined_missing_mechanics,minus_active_probe_value,4,168,0.56548,0.60773,0.05952,0.15476,0.20000,0.14291,0.36194,0.50000,0.04599,0.12115,0.28143,0.17466
combined_missing_mechanics,minus_active_probe_value,5,168,0.56548,0.56180,0.07143,0.17857,0.28261,0.14519,0.35621,0.66667,0.05016,0.12117,0.27248,0.13980
combined_missing_mechanics,minus_active_probe_value,6,168,0.52976,0.59016,0.10714,0.14286,0.35135,0.14956,0.35917,0.81818,0.05248,0.13864,0.27524,0.12323
combined_missing_mechanics,minus_active_probe_value,7,168,0.57738,0.53333,0.07738,0.16071,0.29545,0.14431,0.36680,0.25000,0.04885,0.12766,0.27919,0.16588
combined_missing_mechanics,minus_active_probe_value,8,168,0.52976,0.45238,0.07143,0.17262,0.19512,0.14811,0.36674,0.50000,0.04778,0.12554,0.27733,0.10738
combined_missing_mechanics,minus_active_probe_value,9,168,0.50000,0.53476,0.13095,0.14286,0.31707,0.14532,0.37811,0.50000,0.05206,0.16260,0.28614,0.06680
combined_missing_mechanics,minus_calibrated_risk,0,168,0.45833,0.62500,0.11905,0.19643,0.26415,0.25185,0.41527,0.64103,0.07462,0.15155,0.32440,-0.04913
combined_missing_mechanics,minus_calibrated_risk,1,168,0.55357,0.64706,0.10119,0.18452,0.43636,0.24943,0.40916,0.59524,0.07504,0.13386,0.31796,0.07857
combined_missing_mechanics,minus_calibrated_risk,2,168,0.61905,0.58031,0.05952,0.16071,0.35294,0.25092,0.40594,0.63158,0.06813,0.10587,0.31309,0.20826
combined_missing_mechanics,minus_calibrated_risk,3,168,0.57738,0.61458,0.10119,0.19048,0.42000,0.25372,0.40926,0.67647,0.06897,0.13419,0.31354,0.09670
combined_missing_mechanics,minus_calibrated_risk,4,168,0.47024,0.67647,0.07738,0.22024,0.31667,0.24989,0.40207,0.64444,0.07653,0.12311,0.31702,-0.03235
combined_missing_mechanics,minus_calibrated_risk,5,168,0.61905,0.60870,0.04167,0.17857,0.33333,0.25096,0.40583,0.58140,0.07045,0.09246,0.31114,0.19930
combined_missing_mechanics,minus_calibrated_risk,6,168,0.52976,0.64615,0.05952,0.19048,0.32143,0.24832,0.40008,0.71875,0.06670,0.10957,0.31560,0.08220
combined_missing_mechanics,minus_calibrated_risk,7,168,0.55952,0.56684,0.10714,0.11905,0.35714,0.25157,0.41411,0.63889,0.07266,0.12915,0.31824,0.16518
combined_missing_mechanics,minus_calibrated_risk,8,168,0.61310,0.60227,0.09524,0.13690,0.40678,0.25441,0.40284,0.56000,0.06688,0.11859,0.30810,0.21154
combined_missing_mechanics,minus_calibrated_risk,9,168,0.54167,0.62559,0.07738,0.19643,0.32203,0.24631,0.41396,0.60606,0.06974,0.12913,0.32602,0.06497
combined_missing_mechanics,minus_false_abstention_penalty,0,168,0.51786,0.61765,0.20238,0.10119,0.36000,0.12085,0.35881,0.73913,0.07057,0.18442,0.24525,0.09426
combined_missing_mechanics,minus_false_abstention_penalty,1,168,0.48214,0.65025,0.19048,0.09524,0.50000,0.11821,0.35346,0.64516,0.07176,0.17297,0.23839,0.07761
combined_missing_mechanics,minus_false_abstention_penalty,2,168,0.45833,0.63636,0.25000,0.14286,0.17391,0.12435,0.36411,0.75000,0.07777,0.21233,0.24755,-0.05512
combined_missing_mechanics,minus_false_abstention_penalty,3,168,0.51190,0.63158,0.22619,0.08929,0.38298,0.12461,0.35961,0.55882,0.07730,0.19234,0.24268,0.08653
combined_missing_mechanics,minus_false_abstention_penalty,4,168,0.54167,0.66038,0.19643,0.10119,0.31373,0.12233,0.35486,0.66667,0.07420,0.18054,0.24638,0.12244
combined_missing_mechanics,minus_false_abstention_penalty,5,168,0.54167,0.55738,0.21429,0.08333,0.27778,0.12668,0.36590,0.55556,0.07991,0.18015,0.24606,0.13198
combined_missing_mechanics,minus_false_abstention_penalty,6,168,0.56548,0.64000,0.14881,0.08929,0.39655,0.12077,0.34465,0.58333,0.07706,0.14879,0.23785,0.19879
combined_missing_mechanics,minus_false_abstention_penalty,7,168,0.60119,0.61224,0.13690,0.11310,0.42308,0.12101,0.35271,0.61538,0.07462,0.13897,0.23936,0.21304
combined_missing_mechanics,minus_false_abstention_penalty,8,168,0.57738,0.58696,0.22619,0.08333,0.48000,0.12869,0.35572,0.68571,0.07890,0.18407,0.23490,0.16375
combined_missing_mechanics,minus_false_abstention_penalty,9,168,0.46429,0.64486,0.19048,0.10714,0.41176,0.11839,0.35831,0.64865,0.07747,0.17745,0.24774,0.03967
combined_missing_mechanics,minus_mechanism_classifier,0,168,0.52381,0.40764,0.13095,0.14881,0.26316,0.16565,0.50897,0.55556,0.06391,0.15471,0.32112,0.04629
combined_missing_mechanics,minus_mechanism_classifier,1,168,0.45238,0.42857,0.11310,0.17857,0.27500,0.16331,0.50829,0.34211,0.06909,0.14668,0.31991,-0.05216
combined_missing_mechanics,minus_mechanism_classifier,2,168,0.55952,0.31429,0.05952,0.17857,0.15909,0.16615,0.50938,0.24138,0.06141,0.11678,0.31709,0.09470
combined_missing_mechanics,minus_mechanism_classifier,3,168,0.56548,0.38710,0.04762,0.17262,0.24390,0.16355,0.49707,0.48485,0.06153,0.10418,0.31433,0.12252
combined_missing_mechanics,minus_mechanism_classifier,4,168,0.54762,0.45399,0.06548,0.18452,0.23256,0.16151,0.49963,0.42105,0.06635,0.11879,0.31475,0.07292
combined_missing_mechanics,minus_mechanism_classifier,5,168,0.54167,0.46835,0.10714,0.16071,0.29167,0.16410,0.48704,0.44737,0.07147,0.13058,0.30559,0.07456
combined_missing_mechanics,minus_mechanism_classifier,6,168,0.48214,0.42105,0.05357,0.16667,0.17949,0.16206,0.49740,0.33333,0.05855,0.11562,0.31454,0.03966
combined_missing_mechanics,minus_mechanism_classifier,7,168,0.52381,0.32432,0.08929,0.16667,0.21053,0.16571,0.51178,0.36000,0.05951,0.13387,0.31952,0.05272
combined_missing_mechanics,minus_mechanism_classifier,8,168,0.59524,0.41830,0.07143,0.11905,0.25490,0.16474,0.49377,0.46667,0.06588,0.11054,0.30897,0.20520
combined_missing_mechanics,minus_mechanism_classifier,9,168,0.54167,0.44311,0.09524,0.18452,0.30612,0.16031,0.50462,0.39130,0.06284,0.13956,0.32104,0.04395
combined_missing_mechanics,minus_repair_memory,0,168,0.51190,0.59223,0.05952,0.13690,0.40476,0.11422,0.38014,0.63158,0.06462,0.10610,0.27526,0.13913
combined_missing_mechanics,minus_repair_memory,1,168,0.60119,0.59000,0.05952,0.14286,0.31707,0.11503,0.39171,0.62500,0.06533,0.10869,0.28333,0.21634
combined_missing_mechanics,minus_repair_memory,2,168,0.58333,0.63492,0.07738,0.14881,0.32432,0.11513,0.37873,0.74359,0.06480,0.11654,0.27288,0.18328
combined_missing_mechanics,minus_repair_memory,3,168,0.58333,0.67021,0.07143,0.12500,0.31579,0.11863,0.38039,0.56818,0.06783,0.11262,0.27572,0.21605
combined_missing_mechanics,minus_repair_memory,4,168,0.52381,0.63054,0.10714,0.18452,0.31818,0.11921,0.38028,0.58696,0.07343,0.13835,0.27898,0.05271
combined_missing_mechanics,minus_repair_memory,5,168,0.61905,0.64130,0.05357,0.16071,0.44444,0.11875,0.37150,0.54054,0.06468,0.09340,0.26824,0.22730
combined_missing_mechanics,minus_repair_memory,6,168,0.56548,0.59574,0.04762,0.13095,0.31707,0.11645,0.38011,0.74194,0.06004,0.10282,0.27507,0.20844
combined_missing_mechanics,minus_repair_memory,7,168,0.57738,0.54054,0.08333,0.14881,0.30556,0.11748,0.39408,0.59259,0.05896,0.12818,0.27960,0.16697
combined_missing_mechanics,minus_repair_memory,8,168,0.58333,0.57459,0.09524,0.13690,0.39130,0.12151,0.38381,0.47368,0.06890,0.11763,0.27199,0.18690
combined_missing_mechanics,minus_repair_memory,9,168,0.59524,0.58937,0.04762,0.16667,0.43590,0.11422,0.38497,0.67647,0.06045,0.10756,0.28195,0.18994
combined_missing_mechanics,minus_uncertainty_bloat_index,0,168,0.44643,0.61765,0.25595,0.12500,0.45455,0.16045,0.62023,0.68966,0.08045,0.22700,0.35060,-0.12656
combined_missing_mechanics,minus_uncertainty_bloat_index,1,168,0.52381,0.61836,0.14286,0.17262,0.37500,0.15403,0.61793,0.65714,0.07498,0.16772,0.35103,-0.02874
combined_missing_mechanics,minus_uncertainty_bloat_index,2,168,0.50000,0.60870,0.15476,0.14881,0.32653,0.16054,0.61838,0.65000,0.07611,0.16384,0.34844,-0.02689
combined_missing_mechanics,minus_uncertainty_bloat_index,3,168,0.51190,0.58763,0.16667,0.15476,0.24074,0.15878,0.62149,0.56098,0.07986,0.17572,0.35677,-0.03520
combined_missing_mechanics,minus_uncertainty_bloat_index,4,168,0.51190,0.61376,0.19048,0.11310,0.48936,0.15657,0.61858,0.47222,0.07611,0.18152,0.34618,0.00558
combined_missing_mechanics,minus_uncertainty_bloat_index,5,168,0.53571,0.60215,0.17262,0.14286,0.32727,0.15815,0.61701,0.60606,0.07593,0.17305,0.34491,0.00453
combined_missing_mechanics,minus_uncertainty_bloat_index,6,168,0.48810,0.55367,0.18452,0.16071,0.36538,0.16013,0.62631,0.51351,0.07795,0.18694,0.34964,-0.08027
combined_missing_mechanics,minus_uncertainty_bloat_index,7,168,0.45833,0.55914,0.18452,0.13095,0.40426,0.15921,0.62804,0.65385,0.07028,0.18587,0.35131,-0.07037
combined_missing_mechanics,minus_uncertainty_bloat_index,8,168,0.44643,0.48045,0.21429,0.16667,0.41509,0.16177,0.62187,0.73529,0.07956,0.20121,0.34138,-0.14846
combined_missing_mechanics,minus_uncertainty_bloat_index,9,168,0.42857,0.61765,0.17857,0.16667,0.33962,0.15590,0.62685,0.64516,0.07462,0.19232,0.35873,-0.14606
combined_missing_mechanics,probe_without_repair_memory,0,168,0.57143,0.64356,0.08333,0.11905,0.42424,0.12231,0.43090,0.60465,0.06629,0.11898,0.29114,0.18971
combined_missing_mechanics,probe_without_repair_memory,1,168,0.48214,0.61765,0.09524,0.17262,0.17391,0.12090,0.44591,0.61765,0.05885,0.13643,0.30199,0.01843
combined_missing_mechanics,probe_without_repair_memory,2,168,0.58929,0.63830,0.05357,0.18452,0.36842,0.12357,0.42522,0.67647,0.06087,0.10741,0.28596,0.14765
combined_missing_mechanics,probe_without_repair_memory,3,168,0.60119,0.50000,0.08333,0.13095,0.30303,0.12577,0.44349,0.56818,0.06730,0.12178,0.29383,0.19948
combined_missing_mechanics,probe_without_repair_memory,4,168,0.51190,0.54450,0.10714,0.13690,0.25926,0.12554,0.45403,0.61364,0.06706,0.13699,0.30014,0.08233
combined_missing_mechanics,probe_without_repair_memory,5,168,0.60119,0.61856,0.04167,0.14286,0.35897,0.12166,0.42310,0.62791,0.06510,0.08806,0.28121,0.22494
combined_missing_mechanics,probe_without_repair_memory,6,168,0.55357,0.65990,0.08929,0.16071,0.27273,0.12328,0.43491,0.66667,0.06879,0.13409,0.29403,0.10837
combined_missing_mechanics,probe_without_repair_memory,7,168,0.58929,0.59794,0.07143,0.17262,0.37931,0.12498,0.43886,0.58537,0.06284,0.11666,0.29266,0.14588
combined_missing_mechanics,probe_without_repair_memory,8,168,0.52976,0.55556,0.08929,0.19048,0.44444,0.12708,0.43647,0.70370,0.05605,0.12842,0.28620,0.05355
combined_missing_mechanics,probe_without_repair_memory,9,168,0.55952,0.60870,0.08929,0.17262,0.44118,0.11960,0.43603,0.64103,0.06498,0.13302,0.29495,0.10083
combined_missing_mechanics,variance_only_bloat_score,0,168,0.35119,0.56180,0.27976,0.14881,0.11111,0.26418,0.63144,0.57143,0.05462,0.26510,0.36803,-0.27429
combined_missing_mechanics,variance_only_bloat_score,1,168,0.40476,0.46707,0.20833,0.18452,0.50000,0.26002,0.63490,0.50000,0.04790,0.22480,0.36635,-0.21390
combined_missing_mechanics,variance_only_bloat_score,2,168,0.38690,0.51765,0.25595,0.18452,0.42857,0.26554,0.62744,0.75000,0.05301,0.24878,0.35960,-0.26353
combined_missing_mechanics,variance_only_bloat_score,3,168,0.47024,0.53801,0.23810,0.10119,0.33333,0.26123,0.61970,0.75000,0.05182,0.22976,0.35846,-0.05688
combined_missing_mechanics,variance_only_bloat_score,4,168,0.48214,0.51462,0.30952,0.06548,0.30000,0.26635,0.63655,0.66667,0.05569,0.27324,0.36601,-0.05800
combined_missing_mechanics,variance_only_bloat_score,5,168,0.32738,0.50000,0.30952,0.20833,0.08333,0.27060,0.63323,0.33333,0.05545,0.27972,0.36247,-0.39325
combined_missing_mechanics,variance_only_bloat_score,6,168,0.48810,0.60674,0.23214,0.11310,0.23077,0.26233,0.61677,0.60000,0.05069,0.22495,0.36075,-0.04788
combined_missing_mechanics,variance_only_bloat_score,7,168,0.43452,0.55556,0.21429,0.20238,0.37500,0.26175,0.61996,1.00000,0.04641,0.22620,0.35873,-0.20511
combined_missing_mechanics,variance_only_bloat_score,8,168,0.40476,0.43871,0.26786,0.14286,0.11111,0.27001,0.63501,0.33333,0.05361,0.25117,0.36162,-0.20233
combined_missing_mechanics,variance_only_bloat_score,9,168,0.43452,0.53191,0.23810,0.17857,0.66667,0.26054,0.62861,0.40000,0.05081,0.24178,0.36512,-0.19691
missing_contact_mode_shift,abstain_only_policy,0,168,0.25000,0.16667,0.52976,0.07738,0.50000,0.21220,0.76914,0.33333,0.06590,0.40143,0.33532,-0.50221
missing_contact_mode_shift,abstain_only_policy,1,168,0.24405,0.24299,0.56548,0.05357,1.00000,0.21495,0.76266,0.00000,0.06840,0.41112,0.32865,-0.49782
missing_contact_mode_shift,abstain_only_policy,2,168,0.33333,0.09346,0.45833,0.04762,1.00000,0.20592,0.76280,0.00000,0.05822,0.35368,0.32920,-0.32381
missing_contact_mode_shift,abstain_only_policy,3,168,0.32738,0.05941,0.50000,0.03571,0.00000,0.21141,0.76553,0.00000,0.06281,0.37232,0.32789,-0.34425
missing_contact_mode_shift,abstain_only_policy,4,168,0.25595,0.20870,0.56548,0.02976,0.00000,0.21249,0.76905,0.00000,0.06805,0.41459,0.33308,-0.45939
missing_contact_mode_shift,abstain_only_policy,5,168,0.32738,0.16667,0.50000,0.04762,0.00000,0.21198,0.76284,0.00000,0.06209,0.37544,0.32922,-0.35955
missing_contact_mode_shift,abstain_only_policy,6,168,0.33333,0.21818,0.50000,0.04762,0.00000,0.21102,0.75932,0.00000,0.06191,0.37443,0.32835,-0.35211
missing_contact_mode_shift,abstain_only_policy,7,168,0.29167,0.08621,0.49405,0.03571,0.00000,0.20800,0.77399,0.00000,0.06126,0.37862,0.33796,-0.38200
missing_contact_mode_shift,abstain_only_policy,8,168,0.23810,0.15534,0.56548,0.02976,0.00000,0.21518,0.76642,0.00000,0.06727,0.41247,0.32779,-0.47531
missing_contact_mode_shift,abstain_only_policy,9,168,0.30357,0.22642,0.55357,0.05357,0.00000,0.21556,0.76190,0.00000,0.06638,0.40488,0.32456,-0.42927
missing_contact_mode_shift,full_mechanics_gap_auditor_v5,0,168,0.61905,0.62887,0.08929,0.16071,0.41176,0.11747,0.32608,0.72973,0.07605,0.10906,0.24418,0.21326
missing_contact_mode_shift,full_mechanics_gap_auditor_v5,1,168,0.67262,0.60571,0.08333,0.09524,0.37736,0.11949,0.32676,0.66667,0.06968,0.09243,0.24277,0.36069
missing_contact_mode_shift,full_mechanics_gap_auditor_v5,2,168,0.58333,0.56545,0.06548,0.14881,0.31579,0.11736,0.33299,0.53846,0.06432,0.09492,0.25074,0.21132
missing_contact_mode_shift,full_mechanics_gap_auditor_v5,3,168,0.59524,0.62637,0.09524,0.15476,0.25455,0.11884,0.33047,0.70968,0.06867,0.11110,0.25045,0.19443
missing_contact_mode_shift,full_mechanics_gap_auditor_v5,4,168,0.55357,0.62434,0.10714,0.11905,0.29630,0.11877,0.33753,0.67857,0.06766,0.11526,0.25367,0.18852
missing_contact_mode_shift,full_mechanics_gap_auditor_v5,5,168,0.55357,0.58621,0.11310,0.13690,0.36735,0.11976,0.33871,0.55556,0.06581,0.12017,0.24846,0.16157
missing_contact_mode_shift,full_mechanics_gap_auditor_v5,6,168,0.63690,0.61290,0.08929,0.08333,0.43478,0.11843,0.32848,0.65217,0.07301,0.09240,0.24368,0.33564
missing_contact_mode_shift,full_mechanics_gap_auditor_v5,7,168,0.54167,0.55959,0.10714,0.12500,0.38462,0.11566,0.34277,0.50000,0.07123,0.11468,0.25310,0.16683
missing_contact_mode_shift,full_mechanics_gap_auditor_v5,8,168,0.64881,0.61111,0.08333,0.08929,0.26984,0.11800,0.32556,0.65385,0.06790,0.09449,0.24778,0.34430
missing_contact_mode_shift,full_mechanics_gap_auditor_v5,9,168,0.66667,0.57988,0.11310,0.10119,0.30909,0.11919,0.33694,0.48000,0.06688,0.11616,0.24979,0.32127
missing_contact_mode_shift,minus_active_probe_value,0,168,0.56548,0.56322,0.10714,0.11310,0.37838,0.14740,0.34746,0.75000,0.05087,0.12385,0.26182,0.20659
missing_contact_mode_shift,minus_active_probe_value,1,168,0.54762,0.55484,0.11310,0.13095,0.30303,0.15034,0.35197,0.75000,0.04778,0.12443,0.25842,0.16320
missing_contact_mode_shift,minus_active_probe_value,2,168,0.61310,0.59091,0.08333,0.14881,0.29545,0.14648,0.33888,0.66667,0.05040,0.11239,0.25852,0.22800
missing_contact_mode_shift,minus_active_probe_value,3,168,0.60714,0.49383,0.10714,0.11310,0.15152,0.14748,0.35837,0.50000,0.04730,0.12333,0.26442,0.24658
missing_contact_mode_shift,minus_active_probe_value,4,168,0.55952,0.52439,0.05952,0.12500,0.22222,0.14531,0.35324,0.00000,0.04617,0.09905,0.26344,0.21824
missing_contact_mode_shift,minus_active_probe_value,5,168,0.54167,0.51190,0.09524,0.11905,0.29268,0.14978,0.34941,0.57143,0.05081,0.11312,0.25972,0.18500
missing_contact_mode_shift,minus_active_probe_value,6,168,0.58929,0.55952,0.05357,0.10714,0.17647,0.14513,0.34681,0.50000,0.04337,0.09002,0.26116,0.27976
missing_contact_mode_shift,minus_active_probe_value,7,168,0.51190,0.51685,0.14286,0.13690,0.32432,0.15221,0.36291,0.87500,0.05373,0.15082,0.26923,0.08981
missing_contact_mode_shift,minus_active_probe_value,8,168,0.61310,0.51250,0.06548,0.15476,0.21569,0.14814,0.34626,0.75000,0.05254,0.09768,0.25741,0.23246
missing_contact_mode_shift,minus_active_probe_value,9,168,0.58333,0.59172,0.11310,0.09524,0.18421,0.14958,0.34618,0.25000,0.04956,0.12176,0.26001,0.24581
missing_contact_mode_shift,minus_calibrated_risk,0,168,0.58333,0.63590,0.08333,0.12500,0.43860,0.25212,0.38834,0.66667,0.06468,0.10252,0.30041,0.21401
missing_contact_mode_shift,minus_calibrated_risk,1,168,0.63690,0.58242,0.06548,0.13690,0.28986,0.25377,0.38800,0.50000,0.07611,0.08818,0.29653,0.26363
missing_contact_mode_shift,minus_calibrated_risk,2,168,0.56548,0.58763,0.13690,0.09524,0.34426,0.25882,0.39364,0.64103,0.07843,0.12696,0.29949,0.19237
missing_contact_mode_shift,minus_calibrated_risk,3,168,0.61905,0.56180,0.05952,0.16667,0.27869,0.25491,0.39412,0.60000,0.06742,0.09467,0.30180,0.20940
missing_contact_mode_shift,minus_calibrated_risk,4,168,0.63690,0.54144,0.03571,0.13095,0.34426,0.25387,0.39542,0.50000,0.06980,0.07280,0.29993,0.29133
missing_contact_mode_shift,minus_calibrated_risk,5,168,0.63095,0.55556,0.07738,0.13095,0.36508,0.25465,0.39275,0.62500,0.07492,0.09463,0.29694,0.25591
missing_contact_mode_shift,minus_calibrated_risk,6,168,0.54167,0.56044,0.08333,0.19643,0.25455,0.25700,0.39896,0.56250,0.06825,0.10833,0.30183,0.07634
missing_contact_mode_shift,minus_calibrated_risk,7,168,0.58929,0.61692,0.08929,0.17262,0.31250,0.25346,0.39536,0.76667,0.07087,0.11723,0.30540,0.14720
missing_contact_mode_shift,minus_calibrated_risk,8,168,0.61905,0.56983,0.04762,0.17857,0.22059,0.25362,0.39211,0.63333,0.06897,0.08638,0.30147,0.20367
missing_contact_mode_shift,minus_calibrated_risk,9,168,0.57143,0.52222,0.08929,0.19048,0.31034,0.25846,0.39642,0.63889,0.07194,0.10717,0.29956,0.11091
missing_contact_mode_shift,minus_false_abstention_penalty,0,168,0.50595,0.60513,0.19643,0.09524,0.48077,0.12357,0.34480,0.63158,0.07884,0.16339,0.22689,0.10321
missing_contact_mode_shift,minus_false_abstention_penalty,1,168,0.55952,0.63636,0.23214,0.08929,0.35294,0.12922,0.34215,0.59524,0.08349,0.17592,0.22525,0.14177
missing_contact_mode_shift,minus_false_abstention_penalty,2,168,0.50000,0.62887,0.19643,0.11905,0.37255,0.12362,0.33493,0.63333,0.07420,0.16643,0.22399,0.07038
missing_contact_mode_shift,minus_false_abstention_penalty,3,168,0.59524,0.60638,0.23810,0.05357,0.33962,0.12785,0.34252,0.58824,0.08039,0.17819,0.22508,0.21931
missing_contact_mode_shift,minus_false_abstention_penalty,4,168,0.54762,0.59459,0.20238,0.08333,0.34000,0.12611,0.34732,0.53333,0.07432,0.16943,0.22808,0.15511
missing_contact_mode_shift,minus_false_abstention_penalty,5,168,0.54167,0.60227,0.21429,0.09524,0.32500,0.12723,0.34792,0.61905,0.07813,0.16704,0.22940,0.12860
missing_contact_mode_shift,minus_false_abstention_penalty,6,168,0.54167,0.53714,0.19643,0.13095,0.34043,0.12328,0.34548,0.47222,0.07599,0.16223,0.22589,0.09553
missing_contact_mode_shift,minus_false_abstention_penalty,7,168,0.57143,0.60606,0.17262,0.11310,0.46296,0.12354,0.33879,0.72414,0.07283,0.15181,0.22709,0.16590
missing_contact_mode_shift,minus_false_abstention_penalty,8,168,0.56548,0.57627,0.19048,0.10714,0.37778,0.12495,0.34228,0.51515,0.07319,0.15730,0.22524,0.15579
missing_contact_mode_shift,minus_false_abstention_penalty,9,168,0.53571,0.53333,0.24405,0.05952,0.22222,0.13063,0.35432,0.71429,0.07480,0.18388,0.23110,0.14560
missing_contact_mode_shift,minus_mechanism_classifier,0,168,0.58929,0.47561,0.07143,0.10119,0.22581,0.16472,0.48171,0.39394,0.05986,0.09961,0.30144,0.23179
missing_contact_mode_shift,minus_mechanism_classifier,1,168,0.61310,0.39726,0.06548,0.12500,0.31818,0.17084,0.47435,0.53125,0.06350,0.09252,0.28978,0.23261
missing_contact_mode_shift,minus_mechanism_classifier,2,168,0.60119,0.46154,0.04762,0.16071,0.30000,0.16537,0.47268,0.45946,0.06332,0.08701,0.29568,0.18710
missing_contact_mode_shift,minus_mechanism_classifier,3,168,0.57143,0.41892,0.04762,0.17262,0.23810,0.16854,0.47743,0.25000,0.06350,0.08488,0.29487,0.14203
missing_contact_mode_shift,minus_mechanism_classifier,4,168,0.64286,0.49315,0.10119,0.10714,0.23529,0.16875,0.48335,0.57143,0.05689,0.11843,0.29829,0.25656
missing_contact_mode_shift,minus_mechanism_classifier,5,168,0.55952,0.46897,0.07143,0.14286,0.23529,0.16717,0.48046,0.39130,0.05558,0.10271,0.29503,0.15027
missing_contact_mode_shift,minus_mechanism_classifier,6,168,0.59524,0.47436,0.06548,0.12500,0.35000,0.16851,0.47262,0.51220,0.06689,0.08950,0.29050,0.21551
